Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740618930715,762.00146484375,1400,2,0.8625,8444.035934448242,1400,1400,1400,1400,1400,1400,1400,1400,67.9854507446289,52.60539245605469,94.02339935302734,82.31836700439453,50.71721267700195,30.527915954589844,72.13260650634766,39.367698669433594,14964924416,11811160064,11611901952,81281024
199,1740618930716,762.0066986083984,1400,2,0.8625,8444.093963623047,1400,1400,1400,1400,1400,1400,1400,1400,65.7497787475586,88.83387756347656,97.30162811279297,84.95674896240234,99.81401824951172,73.9415283203125,86.40885162353516,91.50776672363281,14964924416,11811160064,11611934720,81281024
196,1740618930920,782.1940002441406,1400,2,0.8625,8444.879089355469,1400,1400,1400,1400,1400,1400,1400,1400,79.39302825927734,80.16703796386719,93.45620727539063,70.35139465332031,83.54399108886719,80.91492462158203,75.33216094970703,94.70098876953125,14964924416,11811160064,11611713536,107630592
200,1740618931116,762.1396331787109,1400,2,0.8625,8445.734283447266,1400,1400,1400,1400,1400,1400,1400,1400,82.45475769042969,76.57162475585938,87.82501983642578,79.87506866455078,97.02057647705078,72.8915023803711,92.8747329711914,95.42829895019531,14964924416,11811160064,11620233216,122208256
199,1740618931317,762.2106170654297,1400,2,0.8625,8446.590881347656,1400,1400,1400,1400,1400,1400,1400,1400,74.95606994628906,90.52775573730469,92.18666076660156,78.37384033203125,73.11628723144531,86.43087005615234,89.41181945800781,83.82098388671875,14964924416,11811160064,11640598528,142876672
199,1740618931517,782.4012756347656,1400,2,0.8625,8447.39956665039,1400,1400,1400,1400,1400,1400,1400,1400,64.60360717773438,79.39911651611328,79.8240737915039,73.09779357910156,76.94851684570313,72.96662902832031,69.9511489868164,70.78598022460938,14964924416,11811160064,11636264960,170442752
198,1740618931719,762.3372955322266,1400,2,0.8625,8448.181045532227,1400,1400,1400,1400,1400,1400,1400,1400,72.80086517333984,41.34463119506836,57.611839294433594,53.25522994995117,79.96735382080078,49.81128692626953,66.32421875,53.02998733520508,14964924416,11811160064,11672211456,202113024
199,1740618931918,782.5293731689453,1400,2,0.8625,8449.006561279297,1400,1400,1400,1400,1400,1400,1400,1400,72.14769744873047,68.37859344482422,70.22535705566406,72.245849609375,67.406982421875,64.50157165527344,76.49689483642578,66.26464080810547,14964924416,11811160064,11672690688,203259904
199,1740618932118,782.5890350341797,1400,2,0.8625,8449.742218017578,1400,1400,1400,1400,1400,1400,1400,1400,57.26079177856445,41.54316711425781,48.154441833496094,51.5887336730957,62.8853759765625,37.32143783569336,59.67271423339844,42.73433303833008,14964924416,11811160064,11673403392,205836288
201,1740618932319,762.5329895019531,1400,2,0.8625,8450.591827392578,1400,1400,1400,1400,1400,1400,1400,1400,69.38813781738281,74.80635070800781,70.15299987792969,65.19448852539063,65.26109313964844,56.30683517456055,68.14320373535156,66.54391479492188,14964924416,11811160064,11671474176,204554240
198,1740618932523,782.740478515625,1400,2,0.8625,8451.575424194336,1400,1400,1400,1400,1400,1400,1400,1400,87.76421356201172,83.33125305175781,85.7581558227539,80.85916137695313,88.34645080566406,85.95084381103516,83.36769104003906,84.50526428222656,14964924416,11811160064,11682381824,209924096
199,1740618932722,616.1987457275391,1400,2,0.8625,8452.39273071289,1400,1400,1400,1400,1400,1400,1400,1400,86.02913665771484,84.62411499023438,86.80047607421875,90.91732788085938,86.79828643798828,85.73333740234375,86.897216796875,86.93973541259766,14964924416,11811160064,11682807808,210038784
199,1740618932922,441.1080322265625,1400,2,0.8625,8453.15852355957,1400,1400,1400,1400,1400,1400,1400,1400,57.760108947753906,51.27020263671875,65.18959045410156,47.992469787597656,53.59832763671875,65.82816314697266,65.45719909667969,51.191158294677734,14964924416,11811160064,11687669760,212721664
200,1740618933122,616.3255157470703,1400,2,0.8625,8453.961151123047,1400,1400,1400,1400,1400,1400,1400,1400,66.08729553222656,56.53886413574219,64.99224853515625,60.797306060791016,62.49971389770508,55.508033752441406,66.37335205078125,57.686981201171875,14964924416,11811160064,11709362176,236208128
196,1740618933327,616.4002532958984,1400,2,0.8625,8454.887603759766,1400,1400,1400,1400,1400,1400,1400,1400,73.4593734741211,70.07669830322266,78.09956359863281,70.9017333984375,73.47895050048828,68.6883773803711,80.07350158691406,70.82797241210938,14964924416,11811160064,11728531456,255037440
199,1740618933524,762.9430084228516,1400,2,0.8625,8455.772186279297,1400,1400,1400,1400,1400,1400,1400,1400,85.71273803710938,74.70482635498047,83.550537109375,80.54612731933594,90.84333038330078,74.69732666015625,84.47453308105469,86.1638412475586,14964924416,11811160064,11742920704,272924672
198,1740618933725,616.5353698730469,1400,2,0.8625,8456.555587768555,1400,1400,1400,1400,1400,1400,1400,1400,62.64464569091797,71.7899398803711,81.12237548828125,80.72356414794922,76.92288208007813,70.37947082519531,62.61894989013672,80.99449157714844,14964924416,11811160064,11751727104,290566144
