Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740615260118,1609,1609,1609,1609,1609,1609,1609,1609,30.746543884277344,9.601829528808594,29.710594177246094,22.354103088378906,36.327816009521484,25.75592803955078,26.166114807128906,27.397850036621094,3220.340576171875,12291.686767578125,8793.861633300781,13.49798583984375,16883044352,34359738368,6574022656,0
200,1740615260119,1609,1609,1609,1609,1609,1609,1609,1609,43.39374542236328,41.89737319946289,99.7869644165039,41.34693908691406,60.775299072265625,42.16749572753906,84.20247650146484,41.79951858520508,3220.3488159179688,12291.718933105469,8793.888732910156,13.49798583984375,16883044352,34359738368,6574571520,0
199,1740615260320,1609,1609,1609,1609,1609,1609,1609,1609,10.901054382324219,17.283042907714844,57.16994094848633,5.941200256347656,29.005767822265625,7.330696105957031,12.564262390136719,31.195297241210938,3220.5043334960938,12293.734008789063,8795.741455078125,13.49798583984375,16883044352,34359738368,6617149440,0
199,1740615260519,1609,1609,1609,1609,1609,1609,1609,1609,47.780067443847656,40.614990234375,62.82557678222656,54.58952713012695,46.11513900756836,45.663055419921875,53.64736557006836,43.836761474609375,3220.8431396484375,12297.196350097656,8798.877807617188,13.49798583984375,16883044352,34359738368,6758400000,0
200,1740615260719,1609,1609,1609,1609,1609,1609,1609,1609,71.59375762939453,67.24038696289063,76.01296997070313,67.90343475341797,77.582763671875,62.822391510009766,69.74540710449219,78.3183364868164,3221.2689819335938,12301.144714355469,8802.576721191406,13.49835205078125,16883044352,34359738368,6759686144,0
200,1740615260920,1609,1609,1609,1609,1609,1609,1609,1609,44.18627166748047,50.360008239746094,65.17098999023438,55.361083984375,64.6859130859375,33.12535095214844,57.0096435546875,45.17055130004883,3221.583984375,12305.217956542969,8806.430358886719,13.4989013671875,16883044352,34359738368,6760394752,0
199,1740615261121,1609,1609,1609,1609,1609,1609,1609,1609,72.9743423461914,52.228187561035156,74.35237121582031,60.8762321472168,65.64395141601563,57.64033126831055,70.27520751953125,51.4447021484375,3222.0036010742188,12309.547058105469,8810.468811035156,13.50006103515625,16883044352,34359738368,6759264256,0
199,1740615261321,1609,1609,1609,1609,1609,1609,1609,1609,73.54154968261719,70.85177612304688,77.81008911132813,67.41770935058594,72.87507629394531,67.00883483886719,79.45919799804688,67.87490844726563,3222.4492797851563,12313.720642089844,8814.357788085938,13.50006103515625,16883044352,34359738368,6759161856,0
200,1740615261521,1609,1609,1609,1609,1609,1609,1609,1609,80.38253021240234,68.52485656738281,74.55178833007813,71.71054077148438,76.02027130126953,81.73686218261719,72.94048309326172,70.09113311767578,3222.8985595703125,12317.465942382813,8817.854187011719,13.50006103515625,16883044352,34359738368,6759788544,0
200,1740615261721,1609,1609,1609,1609,1609,1609,1609,1609,84.00493621826172,79.02635192871094,82.65464782714844,78.47968292236328,78.97565460205078,73.5656509399414,84.72567749023438,86.35775756835938,3223.3965454101563,12321.723449707031,8821.845092773438,13.50054931640625,16883044352,34359738368,6759104512,0
