Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740608907374,1609,1609,1609,1609,1609,1609,1609,1609,10.021331787109375,8.571426391601563,76.16352081298828,34.12525177001953,21.38176727294922,32.16084289550781,58.837276458740234,11.584579467773438,958.0230102539063,4526.656433105469,3354.1300048828125,5.30108642578125,16883044352,34359738368,6697213952,0
199,1740608907374,1609,1609,1609,1609,1609,1609,1609,1609,100,100,100,100,100,100,100,100,958.0326538085938,4526.740051269531,3354.2100219726563,5.30108642578125,16883044352,34359738368,6697119744,0
199,1740608907575,1609,1609,1609,1609,1609,1609,1609,1609,27.922035217285156,19.408897399902344,56.116127014160156,7.7539825439453125,39.32338333129883,6.5294036865234375,22.295806884765625,20.727333068847656,958.193603515625,4528.775207519531,3356.02294921875,5.30108642578125,16883044352,34359738368,6735949824,0
200,1740608907774,1609,1609,1609,1609,1609,1609,1609,1609,32.44169616699219,25.006385803222656,50.34507751464844,39.15104675292969,37.769432067871094,23.558135986328125,33.138641357421875,30.804534912109375,958.4259643554688,4531.7962646484375,3358.756591796875,5.30108642578125,16883044352,34359738368,6787731456,0
200,1740608907975,1609,1609,1609,1609,1609,1609,1609,1609,54.42530822753906,46.336944580078125,48.49973678588867,51.7385139465332,54.001678466796875,46.13496017456055,50.583560943603516,36.50044250488281,958.7462768554688,4535.6214599609375,3362.3568725585938,5.30157470703125,16883044352,34359738368,6787670016,0
200,1740608908175,1609,1609,1609,1609,1609,1609,1609,1609,44.7295036315918,39.550235748291016,43.28494644165039,41.279212951660156,52.926780700683594,33.560997009277344,53.07970428466797,34.72069549560547,959.0347290039063,4539.196105957031,3365.712646484375,5.30157470703125,16883044352,34359738368,6789025792,0
200,1740608908376,1609,1609,1609,1609,1609,1609,1609,1609,37.07400131225586,32.700538635253906,36.41986846923828,33.75968933105469,45.31403732299805,25.55341339111328,43.212913513183594,25.60186767578125,959.2757568359375,4542.46142578125,3368.7796020507813,5.3021240234375,16883044352,34359738368,6789378048,0
200,1740608908576,1609,1609,1609,1609,1609,1609,1609,1609,45.99188995361328,28.592544555664063,41.481754302978516,35.265174865722656,38.477394104003906,29.626991271972656,37.78947448730469,27.06285858154297,959.4788208007813,4545.620178222656,3371.7603759765625,5.3026123046875,16883044352,34359738368,6789648384,0
199,1740608908777,1609,1609,1609,1609,1609,1609,1609,1609,55.28947448730469,42.01787567138672,56.667640686035156,49.257083892822266,58.536312103271484,47.28365707397461,54.185638427734375,47.56361389160156,959.7987060546875,4549.717712402344,3375.6279296875,5.3026123046875,16883044352,34359738368,6789230592,0
200,1740608908977,1609,1609,1609,1609,1609,1609,1609,1609,37.061981201171875,24.591552734375,35.42633056640625,29.182052612304688,43.03001022338867,29.248680114746094,37.09122848510742,26.049560546875,960.0192260742188,4552.945617675781,3378.5655517578125,5.302978515625,16883044352,34359738368,6789300224,0
200,1740608909177,1609,1609,1609,1609,1609,1609,1609,1609,46.51921081542969,33.782737731933594,47.54140853881836,44.636775970458984,49.4200553894043,36.95673370361328,49.81827163696289,35.711151123046875,960.289794921875,4556.5400390625,3381.9525756835938,5.302978515625,16883044352,34359738368,6790250496,0
200,1740608909377,1609,1609,1609,1609,1609,1609,1609,1609,46.92750549316406,37.73900604248047,45.92760467529297,49.96790313720703,46.97397994995117,36.99795150756836,53.57473373413086,37.443904876708984,960.5751953125,4560.260314941406,3385.4598388671875,5.30340576171875,16883044352,34359738368,6789742592,0
8,1740608909578,1609,1609,1609,1609,1609,1609,1609,1609,31.90509796142578,19.211013793945313,38.5081672668457,23.04095458984375,28.183433532714844,17.576614379882813,53.56239318847656,31.081314086914063,960.787841796875,4562.3795166015625,3387.3831787109375,5.3038330078125,16883044352,34359738368,6705504256,0
