Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740626543291,1341.471206665039,1400,2,0.96875,30623.856643676758,1400,1400,1400,1400,1400,1400,1400,1400,17.263214111328125,7.071784973144531,30.76270294189453,12.550086975097656,23.87786865234375,24.548721313476563,48.017967224121094,4.8469696044921875,14964924416,11811160064,11793821696,192950272
199,1740626543292,1341.4737701416016,1400,2,0.96875,30623.890914916992,1400,1400,1400,1400,1400,1400,1400,1400,56.59382629394531,53.91404724121094,100,44.76105880737305,71.88624572753906,49.4205207824707,99.61836242675781,40.76787567138672,14964924416,11811160064,11793850368,192491520
196,1740626543496,2662.701858520508,1400,2,0.96875,30624.546142578125,1400,1400,1400,1400,1400,1400,1400,1400,44.42397689819336,39.20477294921875,90.51953887939453,35.49004364013672,50.97121047973633,42.54961013793945,44.58723068237305,35.667442321777344,14964924416,11811160064,11794407424,223174656
200,1740626543693,2589.2465057373047,1400,2,0.96875,30625.333465576172,1400,1400,1400,1400,1400,1400,1400,1400,61.182334899902344,67.76962280273438,78.87592315673828,70.21751403808594,75.04364776611328,62.84980010986328,74.26974487304688,72.8357162475586,14964924416,11811160064,11817484288,255078400
199,1740626543893,2662.822998046875,1400,2,0.96875,30626.02049255371,1400,1400,1400,1400,1400,1400,1400,1400,42.592430114746094,36.6414794921875,52.89265441894531,45.66107177734375,69.9710464477539,29.0352783203125,70.7614974975586,38.972076416015625,14964924416,11811160064,11808022528,262483968
