Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740626744451,2038.7686157226563,1400,2,0.8625,31297.301666259766,1400,1400,1400,1400,1400,1400,1400,1400,43.324153900146484,80.62100219726563,58.29145431518555,62.31154251098633,61.80882263183594,48.27577590942383,68.78477478027344,42.81745147705078,14964924416,11811160064,11705208832,210554880
199,1740626744452,2038.7713317871094,1400,2,0.8625,31297.335678100586,1400,1400,1400,1400,1400,1400,1400,1400,9.417579650878906,22.006996154785156,100,100,98.35564422607422,17.205795288085938,18.732269287109375,16.071929931640625,14964924416,11811160064,11705196544,210034688
197,1740626744654,2655.1049194335938,1400,2,0.8625,31298.038513183594,1400,1400,1400,1400,1400,1400,1400,1400,52.67673110961914,39.5109977722168,71.63812255859375,55.362770080566406,61.68033218383789,40.00674057006836,71.68008422851563,54.9991455078125,14964924416,11811160064,11705446400,240902144
199,1740626744852,2655.1688537597656,1400,2,0.8625,31298.845260620117,1400,1400,1400,1400,1400,1400,1400,1400,74.18479919433594,82.68710327148438,82.44400787353516,81.92012023925781,76.68477630615234,81.03392791748047,83.45629119873047,82.72757720947266,14964924416,11811160064,11729334272,269127680
200,1740626745052,2038.952651977539,1400,2,0.8625,31299.63624572754,1400,1400,1400,1400,1400,1400,1400,1400,61.56224060058594,60.10879135131836,75.8120346069336,56.915550231933594,76.84573364257813,71.39013671875,68.64875793457031,67.4018325805664,14964924416,11811160064,11720658944,267698176
199,1740626745252,2655.2875213623047,1400,2,0.8625,31300.37322998047,1400,1400,1400,1400,1400,1400,1400,1400,77.34562683105469,32.12898254394531,52.438934326171875,52.297264099121094,55.87474060058594,38.85923385620117,53.1141242980957,64.72090148925781,14964924416,11811160064,11773317120,338857984
199,1740626745453,2655.356246948242,1400,2,0.8625,31301.265197753906,1400,1400,1400,1400,1400,1400,1400,1400,82.33810424804688,72.890869140625,76.46184539794922,76.52642822265625,93.5893783569336,69.80870056152344,90.53163146972656,76.20669555664063,14964924416,11811160064,11843141632,407003136
199,1740626745653,2732.1119995117188,1400,2,0.8625,31302.173751831055,1400,1400,1400,1400,1400,1400,1400,1400,87.00563049316406,86.34724426269531,84.99333953857422,85.37963104248047,77.55530548095703,82.17500305175781,86.48632049560547,83.27901458740234,14964924416,11811160064,11855327232,419864576
199,1740626745854,1385.0107421875,1400,2,0.8625,31303.10350036621,1400,1400,1400,1400,1400,1400,1400,1400,91.95930480957031,89.98619842529297,90.12840270996094,87.48573303222656,90.486572265625,85.37956237792969,87.0180435180664,89.43211364746094,14964924416,11811160064,11862474752,420515840
199,1740626746054,2655.5777740478516,1400,2,0.8625,31303.97476196289,1400,1400,1400,1400,1400,1400,1400,1400,82.98680877685547,85.0406494140625,86.98912048339844,82.42340850830078,88.15559387207031,88.0506362915039,82.20598602294922,85.86370086669922,14964924416,11811160064,11861762048,419995648
201,1740626746255,2039.3560485839844,1400,2,0.8625,31304.77520751953,1400,1400,1400,1400,1400,1400,1400,1400,75.71839904785156,64.89128112792969,70.70651245117188,60.813148498535156,69.05858612060547,71.28550720214844,75.07056427001953,72.65289306640625,14964924416,11811160064,11861991424,418418688
199,1740626746457,2655.714080810547,1400,2,0.8625,31305.661361694336,1400,1400,1400,1400,1400,1400,1400,1400,70.80874633789063,72.50531768798828,75.77806091308594,79.7242202758789,75.5163345336914,75.49638366699219,80.56812286376953,79.00184631347656,14964924416,11811160064,11859169280,416870400
199,1740626746657,2732.467041015625,1400,2,0.8625,31306.511642456055,1400,1400,1400,1400,1400,1400,1400,1400,72.07133483886719,68.056396484375,79.74028015136719,65.99293518066406,78.09120178222656,70.173095703125,70.22659301757813,68.58778381347656,14964924416,11811160064,11859587072,417918976
200,1740626746857,2039.5680847167969,1400,2,0.8625,31307.386016845703,1400,1400,1400,1400,1400,1400,1400,1400,74.22693634033203,69.71333312988281,81.0603256225586,70.23472595214844,82.60127258300781,68.96049499511719,83.45864868164063,79.80933380126953,14964924416,11811160064,11860738048,417366016
201,1740626747058,2655.923858642578,1400,2,0.8625,31308.27572631836,1400,1400,1400,1400,1400,1400,1400,1400,82.73438262939453,76.13394927978516,84.44261169433594,85.55765533447266,86.28524780273438,79.47505187988281,77.15261840820313,81.32315063476563,14964924416,11811160064,11860910080,417361920
200,1740626747260,2732.6939849853516,1400,2,0.8625,31309.217666625977,1400,1400,1400,1400,1400,1400,1400,1400,90.2313003540039,92.18647766113281,96.01143646240234,93.11624145507813,92.25370025634766,91.87788391113281,93.30815887451172,91.88570404052734,14964924416,11811160064,11864334336,431947776
199,1740626747461,2656.0829315185547,1400,2,0.8625,31310.20672607422,1400,1400,1400,1400,1400,1400,1400,1400,92.88986206054688,90.83001708984375,94.95513153076172,93.91874694824219,92.37584686279297,93.4292221069336,91.80389404296875,90.51932525634766,14964924416,11811160064,11871076352,440020992
199,1740626747661,1385.6774444580078,1400,2,0.8625,31311.062255859375,1400,1400,1400,1400,1400,1400,1400,1400,88.17845153808594,85.80394744873047,90.23111724853516,91.29837036132813,83.91162109375,92.6947021484375,92.67472076416016,91.54292297363281,14964924416,11811160064,11853012992,420249600
201,1740626747861,2039.950912475586,1700,2,0.6875,31311.956100463867,1400,1400,1400,1400,1400,1400,1400,1400,85.61183166503906,85.1336669921875,87.77407836914063,90.40579986572266,91.1224365234375,91.73369598388672,88.33460235595703,87.37005615234375,14964924416,11811160064,11861151744,424697856
202,1740626748063,2732.9818420410156,1275,2,0.6875,31312.8380279541,1400,1400,1400,1400,1400,1400,1400,1400,85.59893798828125,72.25825500488281,77.76631164550781,77.20797729492188,81.58122253417969,73.82686614990234,87.83491516113281,80.63567352294922,14964924416,11811160064,11868155904,425250816
198,1740626748267,2733.050827026367,1275,2,0.6875,31313.80194091797,1400,1400,1400,1400,1400,1400,1400,1400,90.53516387939453,96.71150970458984,93.31962585449219,92.75789642333984,92.47222137451172,92.43817138671875,96.4752426147461,91.20700073242188,14964924416,11811160064,11867856896,423333888
200,1740626748466,2040.20654296875,1700,2,0.6875,31314.707427978516,1400,1400,1400,1400,1400,1400,1400,1400,87.19902038574219,88.82044982910156,92.29410552978516,84.63442993164063,86.89842224121094,89.21791076660156,88.66143035888672,88.93136596679688,14964924416,11811160064,11867684864,424660992
199,1740626748667,2733.213836669922,1700,2,0.70625,31315.763885498047,1400,1400,1400,1400,1400,1400,1400,1400,90.49917602539063,94.99324798583984,93.0801010131836,94.34760284423828,94.82908630371094,91.33350372314453,94.1916275024414,92.90666961669922,14964924416,11811160064,11867783168,425709568
199,1740626748867,2733.4690856933594,1777.7777777777778,1,0.7125,31317.679580688477,1400,1400,1400,1400,1400,1400,1400,1400,86.52281951904297,82.09208679199219,90.56502532958984,83.73429107666016,80.89720153808594,88.9950180053711,85.33171844482422,86.75236511230469,14964924416,11811160064,11867844608,425472000
