Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740614833517,1609,1609,1609,1609,1609,1609,1609,1609,39.794090270996094,29.107696533203125,87.94721221923828,19.935020446777344,59.29134750366211,38.8978157043457,58.6077995300293,22.682571411132813,3080.8106689453125,11962.856384277344,8617.859375,12.92535400390625,16883044352,34359738368,6586699776,0
199,1740614833518,1609,1609,1609,1609,1609,1609,1609,1609,83.30437469482422,59.467384338378906,92.99391174316406,54.9545783996582,99.29305267333984,60.82241439819336,80.12226104736328,78.09593963623047,3080.8212280273438,11962.900756835938,8617.898498535156,12.92535400390625,16883044352,34359738368,6586994688,0
199,1740614833718,1609,1609,1609,1609,1609,1609,1609,1609,10.766227722167969,12.826812744140625,54.50423049926758,5.704322814941406,16.827407836914063,15.524253845214844,32.6343994140625,33.32301330566406,3080.9725341796875,11964.831665039063,8619.677001953125,12.92535400390625,16883044352,34359738368,6626312192,0
198,1740614833920,1609,1609,1609,1609,1609,1609,1609,1609,60.5689582824707,56.162261962890625,66.1016845703125,60.0433349609375,73.5290756225586,57.50110626220703,59.034000396728516,68.26618194580078,3081.3143920898438,11969.017211914063,8623.541687011719,12.9256591796875,16883044352,34359738368,6708436992,0
198,1740614834120,1609,1609,1609,1609,1609,1609,1609,1609,92.98209381103516,90.67822265625,95.98209381103516,89.458984375,91.93913269042969,91.88965606689453,93.43489837646484,90.12782287597656,3081.8173217773438,11974.832885742188,8629.050659179688,12.9256591796875,16883044352,34359738368,6709698560,0
200,1740614834319,1609,1609,1609,1609,1609,1609,1609,1609,91.77084350585938,92.4444351196289,91.05193328857422,91.82769012451172,91.8104019165039,90.35901641845703,91.50672912597656,89.95794677734375,3082.267822265625,11980.024841308594,8634,12.92596435546875,16883044352,34359738368,6709129216,0
200,1740614834519,1609,1609,1609,1609,1609,1609,1609,1609,87.41696166992188,87.6356430053711,87.60688781738281,92.8081283569336,88.44334411621094,88.44915008544922,88.80299377441406,89.45170593261719,3082.5905151367188,11984.955444335938,8638.667602539063,12.92596435546875,16883044352,34359738368,6709280768,0
197,1740614834722,1609,1609,1609,1609,1609,1609,1609,1609,93.82084655761719,92.71179962158203,91.47726440429688,93.15579223632813,93.07364654541016,91.49720764160156,93.59701538085938,94.78491973876953,3082.9718627929688,11990.442260742188,8643.856262207031,12.92596435546875,16883044352,34359738368,6709579776,0
200,1740614834920,1609,1609,1609,1609,1609,1609,1609,1609,91.9555435180664,90.77491760253906,92.0897216796875,93.07951354980469,90.90943908691406,93.27212524414063,92.9316635131836,91.0792236328125,3083.36181640625,11995.850830078125,8649.023254394531,12.92681884765625,16883044352,34359738368,6710394880,0
194,1740614835126,1609,1609,1609,1609,1609,1609,1609,1609,86.4692611694336,83.18363952636719,88.76446533203125,85.51204681396484,93.17832946777344,88.19247436523438,87.38340759277344,84.28670501708984,3083.7828369140625,12001.597961425781,8654.491394042969,12.92681884765625,16883044352,34359738368,6710824960,0
199,1740614835321,1609,1609,1609,1609,1609,1609,1609,1609,94.72261047363281,91.40487670898438,93.9307861328125,92.84934997558594,93.56361389160156,91.89778137207031,94.91761016845703,91.58550262451172,3084.1766357421875,12006.675598144531,8659.328430175781,12.92681884765625,16883044352,34359738368,6710784000,0
199,1740614835522,1609,1609,1609,1609,1609,1609,1609,1609,58.221492767333984,59.48761749267578,73.29681396484375,59.598716735839844,60.21885681152344,58.66355514526367,61.565086364746094,59.39840316772461,3084.5089721679688,12010.240295410156,8662.657043457031,12.92724609375,16883044352,34359738368,6643212288,0
9,1740614835722,1609,1609,1609,1609,1609,1609,1609,1609,0,0,2.6070556640625,11.805618286132813,0,0,0,0,3084.572998046875,12010.426696777344,8662.70263671875,12.92724609375,16883044352,34359738368,6594514944,0
