Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740613755988,1609,1609,1609,1609,1609,1609,1609,1609,80.67418670654297,30.810523986816406,70.88792419433594,36.606590270996094,81.02865600585938,32.384132385253906,39.22587585449219,39.840538024902344,2683.9508666992188,10452.760131835938,7513.67578125,11.57080078125,16883044352,34359738368,6560329728,0
198,1740613755990,1609,1609,1609,1609,1609,1609,1609,1609,100,100,100,100,100,100,100,100,2683.9600219726563,10452.79736328125,7513.708190917969,11.57080078125,16883044352,34359738368,6559973376,0
199,1740613756189,1609,1609,1609,1609,1609,1609,1609,1609,18.227615356445313,25.632843017578125,60.313819885253906,15.982231140136719,35.534080505371094,12.613853454589844,26.558029174804688,33.45320129394531,2684.1128540039063,10454.744995117188,7515.445495605469,11.57080078125,16883044352,34359738368,6597541888,0
199,1740613756390,1609,1609,1609,1609,1609,1609,1609,1609,56.56614685058594,55.202518463134766,65.3250732421875,60.588584899902344,74.08489990234375,53.56705856323242,57.96125411987305,61.20841598510742,2684.4365844726563,10458.742858886719,7519.1123046875,11.57135009765625,16883044352,34359738368,6677823488,0
200,1740613756590,1609,1609,1609,1609,1609,1609,1609,1609,93.7008285522461,91.00322723388672,92.36480712890625,90.99803161621094,95.8626937866211,90.84801483154297,92.11479187011719,89.23419189453125,2684.9420776367188,10464.654663085938,7524.7392578125,11.57135009765625,16883044352,34359738368,6680641536,0
199,1740613756791,1609,1609,1609,1609,1609,1609,1609,1609,90.17093658447266,90.35394287109375,92.45964813232422,89.77167510986328,92.15463256835938,89.8912353515625,91.88519287109375,89.02910614013672,2685.3695068359375,10469.612915039063,7529.438659667969,11.57135009765625,16883044352,34359738368,6680645632,0
201,1740613756991,1609,1609,1609,1609,1609,1609,1609,1609,90.0567398071289,88.12664794921875,91.26052856445313,90.6479721069336,93.24581909179688,87.28692626953125,91.7822265625,89.50234985351563,2685.7171020507813,10474.688537597656,7534.307312011719,11.57171630859375,16883044352,34359738368,6680952832,0
199,1740613757194,1609,1609,1609,1609,1609,1609,1609,1609,95.44969940185547,92.89971160888672,93.29349517822266,92.93970489501953,95.00040435791016,94.02468872070313,95.03239440917969,93.44062042236328,2686.1312866210938,10480.612915039063,7539.9444580078125,11.57171630859375,16883044352,34359738368,6681370624,0
200,1740613757394,1609,1609,1609,1609,1609,1609,1609,1609,89.5826187133789,89.37407684326172,91.20791625976563,89.75390625,90.45330810546875,89.31532287597656,93.0679931640625,89.71186828613281,2686.50537109375,10485.802001953125,7544.906188964844,11.572265625,16883044352,34359738368,6681853952,0
198,1740613757597,1609,1609,1609,1609,1609,1609,1609,1609,85.72853088378906,83.29220581054688,85.12023162841797,86.39128112792969,86.46064758300781,85.14347076416016,87.24662017822266,85.08851623535156,2686.8914184570313,10491.246154785156,7550.007080078125,11.572265625,16883044352,34359738368,6681997312,0
200,1740613757796,1609,1609,1609,1609,1609,1609,1609,1609,93.61236572265625,90.38888549804688,93.13719940185547,93.03758239746094,91.57304382324219,91.61857604980469,92.56571197509766,91.80280303955078,2687.3133544921875,10496.723876953125,7555.218566894531,11.57269287109375,16883044352,34359738368,6681395200,0
200,1740613757997,1609,1609,1609,1609,1609,1609,1609,1609,64.15091705322266,63.445499420166016,78.00570678710938,62.25981903076172,63.63126754760742,61.22760772705078,65.14138793945313,64.05882263183594,2687.650146484375,10500.506103515625,7558.759704589844,11.5731201171875,16883044352,34359738368,6614687744,0
9,1740613758197,1609,1609,1609,1609,1609,1609,1609,1609,2.1798324584960938,1.4435501098632813,27.855178833007813,1.825897216796875,2.7587661743164063,2.3643417358398438,1.881317138671875,2.3771209716796875,2687.71630859375,10500.675109863281,7558.824523925781,11.5731201171875,16883044352,34359738368,6566010880,0
