Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740615721540,1609,1609,1609,1609,1609,1609,1609,1609,42.37422180175781,40.60789489746094,89.85932159423828,33.315711975097656,71.84579467773438,46.94001007080078,79.33250427246094,43.04428482055664,3426.8489379882813,13360.189880371094,9664.943908691406,14.11785888671875,16883044352,34359738368,6668759040,0
199,1740615721540,1609,1609,1609,1609,1609,1609,1609,1609,100,100,100,100,100,100,100,100,3426.8562622070313,13360.230895996094,9664.985961914063,14.11785888671875,16883044352,34359738368,6669651968,0
201,1740615721741,1609,1609,1609,1609,1609,1609,1609,1609,16.60865020751953,14.426338195800781,47.30895233154297,13.6820068359375,25.16059112548828,11.632369995117188,29.60419464111328,41.44410705566406,3427.0128173828125,13362.284729003906,9666.869873046875,14.1180419921875,16883044352,34359738368,6712639488,0
199,1740615721942,1609,1609,1609,1609,1609,1609,1609,1609,65.05778503417969,62.699798583984375,84.91268920898438,67.07014465332031,66.46150207519531,61.94037628173828,65.8243408203125,68.7426528930664,3427.436767578125,13366.869445800781,9671.080810546875,14.11834716796875,16883044352,34359738368,6824415232,0
199,1740615722142,1609,1609,1609,1609,1609,1609,1609,1609,88.07095336914063,82.53221893310547,90.91395568847656,87.44918060302734,86.95143127441406,84.99714660644531,87.09451293945313,81.39128112792969,3427.8073120117188,13371.730651855469,9675.65185546875,14.11834716796875,16883044352,34359738368,6827028480,0
198,1740615722344,1609,1609,1609,1609,1609,1609,1609,1609,92.5101318359375,93.12800598144531,93.77706909179688,91.77738189697266,94.15096282958984,93.68890380859375,94.5958480834961,97.17112731933594,3428.3018798828125,13377.186218261719,9680.80224609375,14.11883544921875,16883044352,34359738368,6827761664,0
199,1740615722543,1609,1609,1609,1609,1609,1609,1609,1609,89.98966217041016,84.51033020019531,87.3371810913086,83.87171936035156,96.06021881103516,83.4645767211914,87.50267791748047,86.20775604248047,3428.7681884765625,13382.283935546875,9685.646728515625,14.11883544921875,16883044352,34359738368,6827905024,0
200,1740615722743,1609,1609,1609,1609,1609,1609,1609,1609,94.5191879272461,92.18468475341797,96.79463195800781,95.78593444824219,94.74899291992188,93.60929870605469,95.17469024658203,94.15326690673828,3429.2664184570313,13387.371765136719,9690.445678710938,14.11920166015625,16883044352,34359738368,6827773952,0
200,1740615722945,1609,1609,1609,1609,1609,1609,1609,1609,92.41925048828125,93.85643005371094,93.25408935546875,89.78437805175781,90.58503723144531,88.63745880126953,93.40152740478516,91.86219024658203,3429.7633056640625,13392.723815917969,9695.527160644531,14.1201171875,16883044352,34359738368,6827913216,0
200,1740615723145,1609,1609,1609,1609,1609,1609,1609,1609,95.03983306884766,94.2704086303711,94.68380737304688,96.48712921142578,95.9015121459961,95.98136901855469,95.89418029785156,94.53262329101563,3430.1972045898438,13397.652038574219,9700.207275390625,14.1201171875,16883044352,34359738368,6830702592,0
