Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740619718509,943.6554718017578,1400,2,0.7,10580.540969848633,1400,1400,1400,1400,1400,1400,1400,1400,29.20104217529297,24.69683074951172,63.942108154296875,23.567642211914063,41.551841735839844,17.06683349609375,47.49308776855469,25.137420654296875,14964924416,11811160064,11532234752,93294592
199,1740619718510,943.6581115722656,1400,2,0.7,10580.5751953125,1400,1400,1400,1400,1400,1400,1400,1400,100,100,100,100,100,100,100,100,14964924416,11811160064,11530731520,91353088
195,1740619718714,920.8112945556641,1400,2,0.7,10581.287185668945,1400,1400,1400,1400,1400,1400,1400,1400,64.91502380371094,56.91330337524414,75.39716339111328,61.14719009399414,60.244319915771484,60.79114532470703,73.72273254394531,52.874053955078125,14964924416,11811160064,11541536768,120659968
199,1740619718911,726.6036987304688,1400,2,0.7,10581.960052490234,1400,1400,1400,1400,1400,1400,1400,1400,38.67760467529297,38.31149673461914,55.310367584228516,35.503326416015625,35.57848358154297,47.517330169677734,71.27117919921875,25.02564239501953,14964924416,11811160064,11550412800,133455872
200,1740619719111,920.9030303955078,1400,2,0.7,10582.540771484375,1400,1400,1400,1400,1400,1400,1400,1400,28.786666870117188,43.22195816040039,49.91438293457031,32.23176574707031,46.02272033691406,24.652206420898438,15.774932861328125,4.166023254394531,14964924416,11811160064,11554435072,178847744
45,1740619719466,920.9403991699219,1400,2,0.7,10583.392868041992,1400,1400,1400,1400,1400,1400,1400,1400,14.8507080078125,11.833869934082031,19.635658264160156,12.713584899902344,11.891349792480469,4.759223937988281,0.69219970703125,0.6919479370117188,14964924416,11811160064,11557867520,179908608
200,1740619719512,920.9582977294922,1400,2,0.7,10583.584671020508,1400,1400,1400,1400,1400,1400,1400,1400,52.50615310668945,53.59416961669922,76.8385238647461,50.60567855834961,4.722648620605469,4.721954345703125,4.8032989501953125,4.802459716796875,14964924416,11811160064,11561783296,182325248
199,1740619719713,921.0311126708984,1400,2,0.7,10584.200942993164,1400,1400,1400,1400,1400,1400,1400,1400,90.23048400878906,86.83951568603516,86.55892181396484,90.37755584716797,46.09546661376953,42.57927322387695,0.5895767211914063,0.5891494750976563,14964924416,11811160064,11600039936,214888448
199,1740619719913,726.7763214111328,1400,2,0.7,10584.833480834961,1400,1400,1400,1400,1400,1400,1400,1400,51.97697830200195,56.93402099609375,56.71992492675781,59.03092575073242,54.561100006103516,50.48973083496094,13.388221740722656,10.923759460449219,14964924416,11811160064,11600465920,214888448
200,1740619720113,944.0687866210938,1400,2,0.7,10585.489028930664,1400,1400,1400,1400,1400,1400,1400,1400,38.602134704589844,38.48080062866211,55.60642623901367,31.968528747558594,43.91410446166992,37.24247741699219,52.45334243774414,41.44302749633789,14964924416,11811160064,11600654336,214888448
