Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740620246254,537.5011749267578,1400,2,1.3,12004.643371582031,1400,1400,1400,1400,1400,1400,1400,1400,29.934295654296875,50.878440856933594,47.015594482421875,38.563350677490234,59.53569412231445,25.348358154296875,28.36150360107422,63.859317779541016,14964924416,11811160064,11623682048,131436544
199,1740620246255,1026.7029571533203,1400,2,1.3,12004.684799194336,1400,1400,1400,1400,1400,1400,1400,1400,57.63587188720703,55.24016189575195,99.72685241699219,41.852317810058594,91.9934310913086,31.17053985595703,40.07368469238281,96.9863052368164,14964924416,11811160064,11623530496,131436544
196,1740620246459,798.7801818847656,1400,2,1.3,12005.328720092773,1400,1400,1400,1400,1400,1400,1400,1400,48.62582778930664,38.28153991699219,69.31986999511719,35.72871398925781,55.16539001464844,31.09027862548828,36.06868362426758,41.65708923339844,14964924416,11811160064,11627765760,164638720
199,1740620246656,798.8144226074219,1400,2,1.3,12005.919357299805,1400,1400,1400,1400,1400,1400,1400,1400,35.335975646972656,24.04791259765625,71.74752807617188,21.521697998046875,32.12175750732422,18.13349151611328,31.64349365234375,38.26356887817383,14964924416,11811160064,11638153216,176914432
200,1740620246856,798.8523254394531,1400,2,1.3,12006.5,1400,1400,1400,1400,1400,1400,1400,1400,31.184814453125,43.517250061035156,42.145992279052734,33.41704559326172,33.56736755371094,30.071548461914063,16.011009216308594,2.1269607543945313,14964924416,11811160064,11647184896,224083968
200,1740620247056,798.897216796875,1400,2,1.3,12007.102767944336,1400,1400,1400,1400,1400,1400,1400,1400,41.747901916503906,31.366188049316406,37.369564056396484,57.296714782714844,41.55543518066406,34.498497009277344,0.2254486083984375,0.22496795654296875,14964924416,11811160064,11677626368,255361024
200,1740620247257,537.6598663330078,1400,2,1.3,12007.885498046875,1400,1400,1400,1400,1400,1400,1400,1400,81.13169860839844,74.4197998046875,78.86795043945313,79.46927642822266,76.25667572021484,75.12454986572266,39.794002532958984,31.702682495117188,14964924416,11811160064,11679670272,256921600
200,1740620247457,537.7275390625,1400,2,1.3,12008.71322631836,1400,1400,1400,1400,1400,1400,1400,1400,58.082820892333984,51.71689987182617,57.28433609008789,67.057373046875,64.369140625,57.6000862121582,65.87326049804688,58.13163375854492,14964924416,11811160064,11686993920,277037056
200,1740620247658,799.1104125976563,1400,2,1.3,12009.639572143555,1400,1400,1400,1400,1400,1400,1400,1400,81.8564453125,76.11351776123047,80.70975494384766,79.17440795898438,78.157958984375,80.72335815429688,81.05361938476563,79.59468841552734,14964924416,11811160064,11679711232,261967872
199,1740620247859,1051.213363647461,1400,2,1.3,12010.443283081055,1400,1400,1400,1400,1400,1400,1400,1400,58.78197479248047,51.22393798828125,60.76407241821289,59.79527282714844,65.2576904296875,52.14500045776367,59.197509765625,57.75161361694336,14964924416,11811160064,11678384128,258838528
199,1740620248059,1051.2755432128906,1400,2,1.3,12011.241302490234,1400,1400,1400,1400,1400,1400,1400,1400,66.46629333496094,54.036781311035156,63.04497528076172,54.67958450317383,68.24176025390625,51.1763916015625,67.73098754882813,49.47733688354492,14964924416,11811160064,11679199232,259383296
200,1740620248259,1051.3321990966797,1400,2,1.3,12011.96630859375,1400,1400,1400,1400,1400,1400,1400,1400,54.371097564697266,38.055885314941406,51.88006591796875,44.9154167175293,51.590232849121094,41.0357666015625,56.437740325927734,50.685028076171875,14964924416,11811160064,11683643392,257478656
200,1740620248460,799.3459625244141,1400,2,1.3,12012.76449584961,1400,1400,1400,1400,1400,1400,1400,1400,49.709537506103516,51.20632553100586,55.213443756103516,54.51210403442383,55.095523834228516,46.815425872802734,52.6470832824707,41.51636505126953,14964924416,11811160064,11683545088,258195456
199,1740620248660,1051.4600982666016,1400,2,1.3,12013.558029174805,1400,1400,1400,1400,1400,1400,1400,1400,58.46753692626953,47.00211715698242,58.354305267333984,53.9469108581543,53.37082290649414,45.1578483581543,68.43177795410156,49.2758903503418,14964924416,11811160064,11683684352,256626688
200,1740620248860,538.1691589355469,1400,2,1.3,12014.300323486328,1400,1400,1400,1400,1400,1400,1400,1400,49.10081481933594,35.93769836425781,64.30767822265625,44.24734878540039,36.72846984863281,83.98028564453125,62.9561653137207,41.814937591552734,14964924416,11811160064,11682926592,257601536
200,1740620249061,1027.4785614013672,1400,2,1.3,12014.988220214844,1400,1400,1400,1400,1400,1400,1400,1400,40.53184127807617,42.234432220458984,48.94538497924805,48.78258514404297,79.41143798828125,44.94520568847656,45.52510070800781,52.02017593383789,14964924416,11811160064,11683127296,258600960
199,1740620249262,1027.5476989746094,1400,2,1.3,12015.822982788086,1400,1400,1400,1400,1400,1400,1400,1400,67.56005859375,51.575904846191406,57.08195114135742,65.98170471191406,68.81327819824219,67.95201873779297,75.81096649169922,49.51448059082031,14964924416,11811160064,11684958208,257994752
202,1740620249462,1027.6099548339844,1400,2,1.3,12016.571426391602,1400,1400,1400,1400,1400,1400,1400,1400,78.4455337524414,70.04594421386719,78.82406616210938,70.08915710449219,75.9190902709961,64.25135803222656,82.69387817382813,83.24056243896484,14964924416,11811160064,11684098048,259092480
200,1740620249665,1027.6902923583984,1400,2,1.3,12017.541229248047,1400,1400,1400,1400,1400,1400,1400,1400,81.25001525878906,71.46253967285156,88.29469299316406,72.42070007324219,75.1768569946289,84.89398193359375,80.51327514648438,77.8392333984375,14964924416,11811160064,11684323328,259092480
200,1740620249866,799.82080078125,1400,2,1.3,12018.37873840332,1400,1400,1400,1400,1400,1400,1400,1400,88.19969940185547,86.85971069335938,90.54911804199219,87.2933120727539,90.82581329345703,87.68423461914063,86.34025573730469,89.3345947265625,14964924416,11811160064,11684818944,261017600
195,1740620250071,1027.8374633789063,1400,2,1.3,12019.299301147461,1400,1400,1400,1400,1400,1400,1400,1400,83.00875854492188,77.40901184082031,83.0114974975586,82.63549041748047,85.32633972167969,82.64772033691406,84.9720458984375,85.58392333984375,14964924416,11811160064,11701301248,288575488
200,1740620250267,799.9683227539063,1400,2,1.3,12020.146087646484,1400,1400,1400,1400,1400,1400,1400,1400,80.97176361083984,74.49359130859375,76.86919403076172,82.24097442626953,83.66732788085938,74.5000228881836,78.12081909179688,78.66490173339844,14964924416,11811160064,11686825984,267526144
199,1740620250468,538.7382049560547,1400,2,1.3,12020.916763305664,1400,1400,1400,1400,1400,1400,1400,1400,70.48194885253906,53.181800842285156,62.49808120727539,51.54096603393555,61.953208923339844,58.504493713378906,69.27696228027344,66.30282592773438,14964924416,11811160064,11686723584,267743232
199,1740620250668,1028.0328063964844,1400,2,1.3,12021.688720703125,1400,1400,1400,1400,1400,1400,1400,1400,71.20645904541016,49.42636489868164,64.83480834960938,42.36222839355469,58.131038665771484,60.22343063354492,62.85191345214844,49.07038497924805,14964924416,11811160064,11686735872,266907648
199,1740620250868,1028.0907135009766,1400,2,1.3,12022.450012207031,1400,1400,1400,1400,1400,1400,1400,1400,48.981971740722656,53.313228607177734,51.21031951904297,48.413673400878906,71.46038055419922,50.446170806884766,55.051002502441406,54.35726547241211,14964924416,11811160064,11685470208,266637312
200,1740620251068,1028.1560821533203,1400,2,1.3,12023.310470581055,1400,1400,1400,1400,1400,1400,1400,1400,69.96389770507813,52.85294723510742,73.34331512451172,57.251792907714844,59.129398345947266,62.38518142700195,65.70646667480469,77.91600799560547,14964924416,11811160064,11684691968,264531968
199,1740620251270,1028.2207489013672,1400,2,1.3,12024.16047668457,1400,1400,1400,1400,1400,1400,1400,1400,68.44137573242188,52.348846435546875,63.71337127685547,58.643409729003906,65.1337890625,60.540958404541016,66.50970458984375,65.51972961425781,14964924416,11811160064,11693400064,265441280
200,1740620251470,1052.404037475586,1400,2,1.3,12024.974517822266,1400,1400,1400,1400,1400,1400,1400,1400,61.089141845703125,60.68205261230469,71.48372650146484,66.81178283691406,63.30907440185547,55.63861846923828,80.662353515625,55.54621505737305,14964924416,11811160064,11693334528,266145792
199,1740620251671,1052.4859771728516,1400,2,1.3,12025.990219116211,1400,1400,1400,1400,1400,1400,1400,1400,90.2212142944336,89.96820068359375,89.7138900756836,88.06562805175781,90.90090942382813,87.2889175415039,89.23246002197266,92.75055694580078,14964924416,11811160064,11705733120,279896064
200,1740620251871,1052.5467224121094,1400,2,1.3,12026.719619750977,1400,1400,1400,1400,1400,1400,1400,1400,66.47439575195313,55.34721755981445,72.15725708007813,57.280433654785156,61.79180908203125,64.63969421386719,76.48725128173828,54.66461181640625,14964924416,11811160064,11705511936,278847488
200,1740620252072,539.2877807617188,1400,2,1.3,12027.56460571289,1400,1400,1400,1400,1400,1400,1400,1400,66.73649597167969,64.29288482666016,57.04917907714844,61.568885803222656,68.35379028320313,55.26961898803711,68.43721771240234,68.17042541503906,14964924416,11811160064,11705507840,278327296
195,1740620252279,800.6380462646484,1400,2,1.3,12028.546615600586,1400,1400,1400,1400,1400,1400,1400,1400,82.85673522949219,76.4360122680664,77.23712158203125,76.60501098632813,85.4104995727539,73.69268035888672,79.20652770996094,80.09429168701172,14964924416,11811160064,11706847232,280768512
