Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740618797321,756.2937622070313,1400,2,0.70625,8089.420989990234,1400,1400,1400,1400,1400,1400,1400,1400,34.59508514404297,76.00130462646484,48.058135986328125,30.722862243652344,42.49100875854492,18.417037963867188,0,0,14964924416,11811160064,11625967616,116219904
199,1740618797322,735.8794097900391,1400,2,0.70625,8089.454498291016,1400,1400,1400,1400,1400,1400,1400,1400,54.33921432495117,28.626014709472656,99.24078369140625,23.00743865966797,100,14.521064758300781,0,0,14964924416,11811160064,11626156032,116219904
153,1740618797568,735.9571228027344,1400,2,0.70625,8090.224624633789,1400,1400,1400,1400,1400,1400,1400,1400,62.44151306152344,61.19557571411133,68.8721923828125,60.72978210449219,68.97409057617188,48.908836364746094,3.2062835693359375,6.899101257324219,14964924416,11811160064,11626614784,130592768
200,1740618797722,597.4653472900391,1400,2,0.70625,8090.786239624023,1400,1400,1400,1400,1400,1400,1400,1400,69.20213317871094,42.725582122802734,64.07244873046875,53.02254104614258,67.03910827636719,47.6456298828125,56.93811798095703,53.835548400878906,14964924416,11811160064,11632795648,142254080
200,1740618797923,736.0653381347656,1400,2,0.70625,8091.542205810547,1400,1400,1400,1400,1400,1400,1400,1400,60.87403869628906,57.72629928588867,72.74740600585938,52.79942321777344,62.96821594238281,58.977684020996094,84.32929229736328,52.03036117553711,14964924416,11811160064,11641200640,170713088
147,1740618798175,597.5814819335938,1400,2,0.70625,8092.344711303711,1400,1400,1400,1400,1400,1400,1400,1400,27.113616943359375,31.92943572998047,60.908790588378906,26.871856689453125,40.40130615234375,37.01158142089844,33.50764465332031,20.600570678710938,14964924416,11811160064,11671015424,219639808
199,1740618798324,597.62939453125,1400,2,0.70625,8092.911224365234,1400,1400,1400,1400,1400,1400,1400,1400,66.37965393066406,56.95201110839844,68.77359771728516,62.994937896728516,70.72303771972656,60.441471099853516,66.00848388671875,64.41716766357422,14964924416,11811160064,11673915392,218202112
199,1740618798524,756.6526336669922,1400,2,0.70625,8093.571731567383,1400,1400,1400,1400,1400,1400,1400,1400,47.50218200683594,22.900230407714844,52.488285064697266,33.395118713378906,48.553863525390625,30.906166076660156,46.93547058105469,27.527145385742188,14964924416,11811160064,11674525696,218746880
199,1740618798725,736.2637939453125,1400,2,0.70625,8094.31755065918,1400,1400,1400,1400,1400,1400,1400,1400,49.77190017700195,52.5325927734375,56.838584899902344,59.1518669128418,62.219024658203125,45.42577362060547,61.851436614990234,42.56313705444336,14964924416,11811160064,11674206208,219324416
198,1740618798927,432.3987579345703,1400,2,0.70625,8095.223571777344,1400,1400,1400,1400,1400,1400,1400,1400,69.69488525390625,57.627140045166016,70.46041107177734,64.8940658569336,67.15771484375,63.815162658691406,70.53057861328125,62.24154281616211,14964924416,11811160064,11674693632,218157056
