Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740618108839,54916.94889831543,4825,0,0.23124999999999996,381254.216796875,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64091443200,4026531840,8362541056,0
189,1740618108850,54916.98098754883,4850,0,0.2124999999999999,381254.5100097656,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,44.47981643676758,46.03663635253906,62.0026741027832,40.20098114013672,93.54046630859375,40.187294006347656,42.93667984008789,40.17537307739258,43.57027053833008,87.60061645507813,41.496864318847656,40.216434478759766,92.48609924316406,40.18552780151367,41.042972564697266,40.206722259521484,64091443200,4026531840,8363315200,0
200,1740618109040,30335.0283203125,4600,0,0.44999999999999996,381262.44801330566,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,32.321815490722656,29.97284698486328,55.18928527832031,48.548255920410156,43.98832702636719,37.759281158447266,52.09053421020508,35.223876953125,32.7347412109375,37.63136672973633,34.90422058105469,33.16680908203125,48.362403869628906,43.66293716430664,33.06597137451172,32.260353088378906,64091443200,4026531840,8487006208,0
199,1740618109240,24031.59700012207,4350,0,0.4624999999999999,381274.69721984863,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,67.50558471679688,66.02593994140625,85.72893524169922,81.47514343261719,78.82915496826172,74.68461608886719,74.67256927490234,73.2405014038086,59.30702209472656,57.71629333496094,69.94845581054688,71.82650756835938,85.33829498291016,83.5638656616211,67.1590347290039,70.13250732421875,64091443200,4026531840,8486600704,0
200,1740618109440,55315.54772949219,4775,0,0.3812500000000001,381286.3864440918,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,69.228515625,66.57361602783203,85.47708129882813,80.99307250976563,77.89540100097656,77.7983627319336,80.00286102294922,76.81019592285156,64.03793334960938,64.13661193847656,73.50244903564453,74.98223114013672,83.27297973632813,87.48969268798828,73.94437408447266,69.25303649902344,64091443200,4026531840,8488222720,0
4,1740618109641,54923.13591003418,5000,0,0.48750000000000004,381291.22828674316,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,20.71533203125,20.62946319580078,31.765830993652344,24.902114868164063,23.26866912841797,23.201629638671875,23.27698516845703,22.3782958984375,26.423599243164063,23.06781768798828,21.84588623046875,22.543319702148438,28.773170471191406,26.1239013671875,21.392784118652344,19.904319763183594,64091443200,4026531840,8361103360,0
