Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740618480443,55029.10389709473,5025,0,0.1499999999999999,382842.7766571045,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64091443200,4026531840,8358322176,0
189,1740618480454,55432.93827819824,5025,0,0.125,382843.19328308105,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,29.542770385742188,28.704200744628906,92.28347778320313,28.729324340820313,46.25263977050781,28.702064514160156,36.844017028808594,30.37010955810547,34.97394561767578,79.2314453125,33.054168701171875,28.801475524902344,91.49247741699219,28.73680877685547,32.696617126464844,28.757118225097656,64091443200,4026531840,8358629376,0
200,1740618480643,36537.15902709961,5075,0,0.08749999999999991,382851.19274902344,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,12.866378784179688,14.723800659179688,37.19121551513672,32.69926452636719,26.596450805664063,23.259315490722656,30.681015014648438,21.019432067871094,9.172470092773438,13.965263366699219,16.932518005371094,17.993179321289063,31.80016326904297,29.350830078125,8.976631164550781,21.730941772460938,64091443200,4026531840,8483762176,0
199,1740618480843,55033.236389160156,5050,0,0.09999999999999987,382862.4803314209,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,14.333244323730469,18.89289093017578,44.879676818847656,41.572547912597656,32.43672180175781,40.51674270629883,30.585472106933594,35.79901123046875,9.569084167480469,14.642013549804688,23.854209899902344,30.48169708251953,42.30210876464844,45.5231819152832,20.243896484375,22.25872039794922,64091443200,4026531840,8484540416,0
200,1740618481044,55035.02836608887,5025,0,0.11874999999999991,382871.32319641113,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.337425231933594,14.27044677734375,38.96104049682617,34.65357971191406,30.824111938476563,31.792564392089844,25.46728515625,30.36182403564453,9.054924011230469,8.564361572265625,21.377655029296875,23.912506103515625,36.88180160522461,38.95166778564453,13.962074279785156,20.33990478515625,64091443200,4026531840,8485466112,0
199,1740618481244,55037.489486694336,5025,0,0.11874999999999991,382881.57818603516,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,4.984153747558594,10.510154724121094,35.840003967285156,44.754703521728516,30.803001403808594,31.441436767578125,22.61536407470703,27.1937255859375,3.6056747436523438,6.109710693359375,21.505104064941406,26.048805236816406,42.16685104370117,39.50821304321289,13.176551818847656,15.810867309570313,64091443200,4026531840,8492171264,0
200,1740618481444,55443.58366394043,4825,0,0.23124999999999996,382892.1562194824,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.798431396484375,22.081382751464844,48.06104278564453,44.2975959777832,32.11375427246094,37.00585174560547,33.91896057128906,34.951881408691406,10.515251159667969,13.457839965820313,27.247047424316406,30.44190216064453,50.6151008605957,40.01374053955078,17.19884490966797,28.038116455078125,64091443200,4026531840,8491974656,0
200,1740618481644,55042.08491516113,5000,0,0.125,382902.3458404541,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,5.63250732421875,13.746345520019531,39.76899337768555,38.290748596191406,31.718788146972656,31.68970489501953,26.390121459960938,24.09857177734375,5.237113952636719,11.784843444824219,18.575424194335938,33.594757080078125,41.57946014404297,39.080074310302734,15.183013916015625,18.563079833984375,64091443200,4026531840,8489897984,0
200,1740618481845,55044.48175048828,4675,0,0.1875,382913.95472717285,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.541831970214844,22.470291137695313,40.80159378051758,47.28347396850586,31.296157836914063,39.45140075683594,28.166717529296875,34.943206787109375,11.708869934082031,13.387504577636719,29.56463623046875,27.40966796875,51.49913787841797,39.869232177734375,30.32977294921875,20.332855224609375,64091443200,4026531840,8490348544,0
4,1740618482046,36548.39360046387,5100,0,0.06874999999999987,382916.27951049805,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3.4581832885742188,6.909095764160156,8.416679382324219,7.560546875,8.421035766601563,4.215980529785156,3.335205078125,3.772613525390625,1.6970291137695313,8.685722351074219,2.828765869140625,3.0915069580078125,6.339698791503906,10.017379760742188,2.230865478515625,3.5231475830078125,64091443200,4026531840,8362541056,0
