Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740629392889,3617.401885986328,1400,2,1.2375,40184.23843383789,1400,1400,1400,1400,1400,1400,1400,1400,49.19967269897461,39.86544418334961,62.978370666503906,43.45407485961914,24.542373657226563,73.94579315185547,26.924453735351563,42.42923355102539,14964924416,11811160064,12025319424,383901696
199,1740629392890,3617.4046325683594,1400,2,1.2375,40184.279296875,1400,1400,1400,1400,1400,1400,1400,1400,75.60099792480469,38.28829574584961,98.79345703125,26.54113006591797,30.471702575683594,100,55.53444290161133,42.967159271240234,14964924416,11811160064,12025282560,384884736
196,1740629393093,3514.896240234375,1400,2,1.2375,40185.079833984375,1400,1400,1400,1400,1400,1400,1400,1400,82.17921447753906,32.20426940917969,56.60044860839844,58.313514709472656,47.32304763793945,53.91088104248047,42.559085845947266,54.625205993652344,14964924416,11811160064,12026482688,417345536
199,1740629393291,3514.9610748291016,1400,2,1.2375,40185.88813781738,1400,1400,1400,1400,1400,1400,1400,1400,73.99179077148438,72.05738830566406,88.27718353271484,76.9261474609375,76.0199966430664,78.94268798828125,76.99950408935547,77.05429077148438,14964924416,11811160064,12031246336,426967040
199,1740629393491,1949.5037536621094,1400,2,1.2375,40186.6934967041,1400,1400,1400,1400,1400,1400,1400,1400,82.76067352294922,59.87548828125,66.09648895263672,72.71231842041016,75.56900024414063,61.976417541503906,73.54685974121094,56.48558807373047,14964924416,11811160064,12036845568,439881728
199,1740629393692,3515.0889739990234,1400,2,1.2375,40187.60722351074,1400,1400,1400,1400,1400,1400,1400,1400,64.31413269042969,60.22861099243164,83.70966339111328,45.824729919433594,76.70472717285156,52.935733795166016,55.39759826660156,71.45938110351563,14964924416,11811160064,12057849856,479297536
199,1740629393892,3515.145950317383,1400,2,1.2375,40188.36424255371,1400,1400,1400,1400,1400,1400,1400,1400,91.78721618652344,68.67802429199219,82.5936050415039,81.97238159179688,77.81945037841797,91.87702178955078,82.08644104003906,82.75700378417969,14964924416,11811160064,12149821440,570277888
199,1740629394092,3515.217330932617,1400,2,1.2375,40189.303161621094,1400,1400,1400,1400,1400,1400,1400,1400,91.62449645996094,88.22555541992188,94.62889862060547,91.87786102294922,89.39665222167969,94.66427612304688,93.28150939941406,91.11479187011719,14964924416,11811160064,12158263296,587988992
198,1740629394295,3515.295364379883,1400,2,1.2375,40190.28089904785,1400,1400,1400,1400,1400,1400,1400,1400,97.70899963378906,98.71522521972656,98.78697967529297,99.02249145507813,98.78789520263672,98.12724304199219,98.00725555419922,97.39478302001953,14964924416,11811160064,12155633664,586842112
200,1740629394493,3617.9537200927734,1700,2,0.69375,40191.18444824219,1400,1400,1400,1400,1400,1400,1400,1400,98.44644927978516,98.77326965332031,98.7747573852539,98.27595520019531,98.92035675048828,97.81028747558594,98.5562515258789,97.93254089355469,14964924416,11811160064,12155404288,585883648
200,1740629394694,3515.464309692383,1700,2,0.69375,40192.167907714844,1400,1400,1400,1400,1400,1400,1400,1400,98.498291015625,93.02313232421875,94.61689758300781,98.3408203125,93.49755096435547,95.42878723144531,96.76797485351563,96.0799560546875,14964924416,11811160064,12157267968,590565376
198,1740629394895,3618.142791748047,1700,2,0.69375,40193.204040527344,1400,1400,1400,1400,1400,1400,1400,1400,92.64024353027344,87.64446258544922,96.52167510986328,88.80957794189453,96.34609985351563,94.28118133544922,94.6927261352539,97.937255859375,14964924416,11811160064,12173811712,609079296
200,1740629395095,3515.8936157226563,3625,0,1.0875,40195.31069946289,1400,1400,1400,1400,1400,1400,1400,1400,94.200439453125,95.86900329589844,95.89710235595703,94.50605010986328,93.74378967285156,94.7965316772461,95.33116912841797,94.81375885009766,14964924416,11811160064,12162920448,590188544
199,1740629395296,3618.9940490722656,2980,0,1.1125,40198.12397766113,1400,1400,1400,1400,1400,1400,1400,1400,93.15747833251953,92.59722900390625,92.32369232177734,92.37701416015625,93.15615844726563,92.42764282226563,93.02401733398438,94.79736328125,14964924416,11811160064,12159012864,592109568
199,1740629395496,3516.8421325683594,3725,0,1.14375,40200.69641113281,1400,1400,1400,1400,1400,1400,1400,1400,96.13292694091797,96.69409942626953,95.15336608886719,95.51736450195313,98.21395111083984,95.95387268066406,96.18159484863281,93.94722747802734,14964924416,11811160064,12152152064,591351808
200,1740629395696,3517.354522705078,3700,0,1.1625,40203.736251831055,1400,1400,1400,1400,1400,1400,1400,1400,95.8067626953125,97.87831115722656,97.59969329833984,97.64804077148438,98.31010437011719,97.44258117675781,99.07379913330078,96.98588562011719,14964924416,11811160064,12150099968,592080896
200,1740629395896,1952.4339904785156,3750,0,1.1375,40206.30694580078,1400,1400,1400,1400,1400,1400,1400,1400,94.19393157958984,89.68341064453125,97.22136688232422,87.9244613647461,94.44447326660156,88.09323120117188,94.07012939453125,97.3055648803711,14964924416,11811160064,12148011008,591810560
