Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740628905905,2620.3286895751953,1400,2,1.2875,38542.55696105957,1400,1400,1400,1400,1400,1400,1400,1400,84.4307861328125,63.24296569824219,74.63967895507813,62.22298812866211,67.01424407958984,64.59992218017578,0,0,14964924416,11811160064,12018384896,385519616
199,1740628905906,3358.580520629883,1400,2,1.2875,38542.60107421875,1400,1400,1400,1400,1400,1400,1400,1400,71.40451049804688,93.78005981445313,82.64014434814453,71.08346557617188,95.31990051269531,67.90080261230469,23.06914520263672,23.06732177734375,14964924416,11811160064,12018507776,386445312
124,1740628906182,3358.6624450683594,1400,2,1.2875,38543.55847167969,1400,1400,1400,1400,1400,1400,1400,1400,72.28599548339844,54.26631546020508,84.05083465576172,53.67634582519531,66.21501159667969,55.14295196533203,47.171573638916016,51.42061233520508,14964924416,11811160064,12018065408,418910208
199,1740628906307,3455.281753540039,1400,2,1.2875,38543.95852661133,1400,1400,1400,1400,1400,1400,1400,1400,52.14613723754883,58.05971145629883,49.38175964355469,47.46249771118164,45.279178619384766,37.173362731933594,41.04188919067383,56.18761444091797,14964924416,11811160064,12020662272,423944192
155,1740628906551,1845.3724517822266,1400,2,1.2875,38544.684494018555,1400,1400,1400,1400,1400,1400,1400,1400,42.19563674926758,29.19190216064453,36.367488861083984,23.815650939941406,44.3409309387207,15.923538208007813,35.6551513671875,37.855995178222656,14964924416,11811160064,12037804032,474271744
200,1740628906707,3455.3626251220703,1400,2,1.2875,38545.169677734375,1400,1400,1400,1400,1400,1400,1400,1400,34.110939025878906,74.63687896728516,40.96549606323242,44.984928131103516,36.58903884887695,37.07541275024414,42.39531707763672,34.67131805419922,14964924416,11811160064,12111896576,541093888
200,1740628906908,3358.8673706054688,1400,2,1.2875,38546.11279296875,1400,1400,1400,1400,1400,1400,1400,1400,88.35319519042969,82.70075988769531,88.62284851074219,86.2628173828125,84.56983184814453,87.01766967773438,86.0660171508789,85.29525756835938,14964924416,11811160064,12164415488,588746752
199,1740628907110,3358.9501037597656,1400,2,1.2875,38547.12168884277,1400,1400,1400,1400,1400,1400,1400,1400,95.42481994628906,94.23432922363281,96.03872680664063,97.3397445678711,95.3095703125,97.38822937011719,97.95045471191406,96.03328704833984,14964924416,11811160064,12173234176,597622784
202,1740628907310,3359.0199127197266,1400,2,1.2875,38547.99156188965,1400,1400,1400,1400,1400,1400,1400,1400,97.69127655029297,95.0257339477539,98.50588989257813,98.47703552246094,97.28056335449219,96.4146728515625,97.09327697753906,98.62116241455078,14964924416,11811160064,12179169280,609968128
199,1740628907514,3455.6893310546875,1700,2,0.69375,38549.01452636719,1400,1400,1400,1400,1400,1400,1400,1400,94.08287048339844,94.22566223144531,95.13887023925781,94.98211669921875,94.45184326171875,93.8947982788086,96.10137176513672,96.08065032958984,14964924416,11811160064,12186988544,618893312
199,1740628907714,3359.1748962402344,1700,2,0.69375,38549.82456970215,1400,1400,1400,1400,1400,1400,1400,1400,64.56373596191406,60.92206954956055,57.91986083984375,94.71936798095703,66.54256439208984,67.30390167236328,71.41984558105469,64.12712097167969,14964924416,11811160064,12174979072,598155264
199,1740628907914,3455.8616485595703,1700,2,0.69375,38550.78854370117,1400,1400,1400,1400,1400,1400,1400,1400,74.39070129394531,77.32011413574219,74.91291809082031,84.20451354980469,75.80892181396484,80.42903900146484,75.68002319335938,69.89765930175781,14964924416,11811160064,12174344192,597573632
206,1740628908114,1845.980697631836,1700,2,0.69375,38551.810287475586,1400,1400,1400,1400,1400,1400,1400,1400,92.79643249511719,71.89696502685547,81.82090759277344,78.76024627685547,79.8494873046875,81.88267517089844,82.76261138916016,79.68240356445313,14964924416,11811160064,12171718656,584077312
198,1740628908322,3359.446487426758,1700,2,0.69375,38552.84976196289,1400,1400,1400,1400,1400,1400,1400,1400,81.62508392333984,80.69055938720703,91.55311584472656,86.97582244873047,83.78001403808594,77.65705108642578,85.82427215576172,76.05240631103516,14964924416,11811160064,12176850944,589602816
200,1740628908520,3456.1368103027344,1700,2,0.69375,38553.78337097168,1400,1400,1400,1400,1400,1400,1400,1400,82.16080474853516,78.36927795410156,80.12283325195313,77.0562744140625,87.19851684570313,84.476806640625,79.76795196533203,81.98207092285156,14964924416,11811160064,12176994304,589082624
198,1740628908722,3456.2340240478516,1700,2,0.69375,38554.832260131836,1400,1400,1400,1400,1400,1400,1400,1400,93.41184997558594,89.3165283203125,91.93727111816406,90.78852081298828,88.61014556884766,87.4976577758789,88.71614837646484,89.33966064453125,14964924416,11811160064,12171538432,576716800
199,1740628908922,3456.323043823242,1700,2,0.69375,38555.83335876465,1400,1400,1400,1400,1400,1400,1400,1400,85.34587097167969,86.12181091308594,87.79064178466797,87.55296325683594,84.99932861328125,90.55855560302734,88.68251037597656,88.10138702392578,14964924416,11811160064,12170604544,575987712
201,1740628909121,1846.4185638427734,1700,2,0.69375,38556.819885253906,1400,1400,1400,1400,1400,1400,1400,1400,82.31932067871094,75.427001953125,78.99199676513672,78.38275909423828,86.62145233154297,83.95878601074219,83.46031951904297,73.68022155761719,14964924416,11811160064,12170743808,575467520
199,1740628909323,3359.875289916992,1700,2,0.69375,38557.85771179199,1400,1400,1400,1400,1400,1400,1400,1400,90.17058563232422,92.64412689208984,94.85205078125,97.70475769042969,92.56875610351563,90.70073699951172,95.52202606201172,91.22785949707031,14964924416,11811160064,12170620928,573734912
