Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740621145933,1243.9601745605469,1400,2,0.7125,14465.419525146484,1400,1400,1400,1400,1400,1400,1400,1400,86.1754379272461,86.06939697265625,85.5692367553711,83.38185119628906,89.79690551757813,79.42913055419922,86.90421295166016,81.14004516601563,14964924416,11811160064,11660779520,80887808
199,1740621145934,1214.4690246582031,1400,2,0.7125,14465.453186035156,1400,1400,1400,1400,1400,1400,1400,1400,35.386329650878906,21.87799072265625,11.733543395996094,97.57627868652344,56.004573822021484,66.04347229003906,27.025466918945313,29.851837158203125,14964924416,11811160064,11660775424,81702912
197,1740621146137,602.2705841064453,1400,2,0.7125,14466.10334777832,1400,1400,1400,1400,1400,1400,1400,1400,41.370750427246094,35.993675231933594,69.26461791992188,25.494117736816406,42.239280700683594,36.104331970214844,57.93931198120117,32.12440490722656,14964924416,11811160064,11667390464,111263744
198,1740621146337,929.9396514892578,1400,2,0.7125,14466.780944824219,1400,1400,1400,1400,1400,1400,1400,1400,74.85009765625,36.66809844970703,67.24345397949219,35.88384246826172,65.65325927734375,46.07036209106445,37.63739013671875,44.79605484008789,14964924416,11811160064,11667632128,120139776
199,1740621146535,929.9731750488281,1400,2,0.7125,14467.391326904297,1400,1400,1400,1400,1400,1400,1400,1400,33.68983459472656,33.442100524902344,57.90663146972656,24.922149658203125,34.996246337890625,21.43347930908203,36.469947814941406,37.44548034667969,14964924416,11811160064,11672416256,169316352
199,1740621146736,602.4379425048828,1400,2,0.7125,14468.328720092773,1400,1400,1400,1400,1400,1400,1400,1400,67.65744018554688,64.3208236694336,88.01493835449219,62.266231536865234,62.391395568847656,66.66249084472656,74.35160064697266,61.139591217041016,14964924416,11811160064,11741515776,226013184
199,1740621146937,930.1144714355469,1400,2,0.7125,14469.098098754883,1400,1400,1400,1400,1400,1400,1400,1400,82.40446472167969,80.05718231201172,86.24079132080078,84.77156066894531,84.81605529785156,82.47065734863281,92.6447982788086,80.89683532714844,14964924416,11811160064,11746623488,230866944
198,1740621147138,1214.8480377197266,1400,2,0.7125,14470.131301879883,1400,1400,1400,1400,1400,1400,1400,1400,92.22920989990234,90.80386352539063,92.82328033447266,91.92816925048828,90.89529418945313,90.63563537597656,95.48324584960938,90.15104675292969,14964924416,11811160064,11747676160,230350848
189,1740621147348,1214.9324493408203,1275,2,0.6875,14471.120910644531,1400,1400,1400,1400,1400,1400,1400,1400,90.10403442382813,82.93766021728516,88.0009994506836,86.02948760986328,84.53892517089844,87.49469757080078,95.31538391113281,84.46282958984375,14964924416,11811160064,11748130816,229511168
199,1740621147539,1244.5347595214844,1275,2,0.6875,14472.171829223633,1400,1400,1400,1400,1400,1400,1400,1400,97.88076782226563,96.82675170898438,97.15975952148438,98.31214904785156,97.61705017089844,98.67272186279297,95.83670806884766,97.0439224243164,14964924416,11811160064,11746910208,228597760
