Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740620621419,1609,1609,1609,1609,1609,1609,1609,1609,82.65919494628906,48.04234313964844,75.32463836669922,47.95909118652344,60.74571228027344,48.03367233276367,77.29096984863281,45.3255615234375,5432.689208984375,22217.256713867188,16582.264709472656,20.5382080078125,16883044352,34359738368,6625665024,0
199,1740620621419,1609,1609,1609,1609,1609,1609,1609,1609,0,0,100,0,96.5259780883789,0,32.68962860107422,0,5432.69775390625,22217.336364746094,16582.343811035156,20.5382080078125,16883044352,34359738368,6625439744,0
199,1740620621620,1609,1609,1609,1609,1609,1609,1609,1609,11.916023254394531,20.664505004882813,51.59333801269531,11.189544677734375,12.7269287109375,15.195564270019531,24.80596923828125,40.84275436401367,5432.8529052734375,22219.358642578125,16584.155700683594,20.5382080078125,16883044352,34359738368,6667755520,0
10,1740620621820,1609,1609,1609,1609,1609,1609,1609,1609,3.8627700805664063,7.143348693847656,23.660400390625,3.2038345336914063,2.9600753784179688,2.2622299194335938,3.4408493041992188,8.7816162109375,5432.9688720703125,22220.11981201172,16584.713806152344,20.53912353515625,16883044352,34359738368,6626365440,0
