Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740617994930,588.3697967529297,1400,2,0.7,5909.596130371094,1400,1400,1400,1400,1400,1400,1400,1400,29.777999877929688,22.54859161376953,24.62574005126953,50.30278396606445,57.68818283081055,26.99829864501953,0,0,14964924416,11811160064,11608006656,0
199,1740617994931,588.3725280761719,1400,2,0.7,5909.629577636719,1400,1400,1400,1400,1400,1400,1400,1400,63.884605407714844,58.055030822753906,99.7888412475586,38.37976837158203,39.137203216552734,100,27.908302307128906,27.909019470214844,14964924416,11811160064,11607695360,0
196,1740617995134,573.6379699707031,1400,2,0.7,5910.244369506836,1400,1400,1400,1400,1400,1400,1400,1400,54.18473815917969,56.432640075683594,60.44316864013672,53.51039123535156,53.98772430419922,38.452091217041016,2.0139999389648438,2.0137100219726563,14964924416,11811160064,11609812992,28217344
200,1740617995330,573.6836242675781,1400,2,0.7,5910.797378540039,1400,1400,1400,1400,1400,1400,1400,1400,37.470802307128906,39.630889892578125,66.34858703613281,31.726844787597656,47.68039321899414,27.083473205566406,0,0,14964924416,11811160064,11621093376,39550976
199,1740617995532,573.7506866455078,1400,2,0.7,5911.472915649414,1400,1400,1400,1400,1400,1400,1400,1400,60.640892028808594,68.2208251953125,65.63555145263672,57.931121826171875,63.345176696777344,65.71218872070313,1.0085296630859375,1.0083541870117188,14964924416,11811160064,11626795008,84979712
138,1740617995793,588.6376953125,1400,2,0.7,5912.301345825195,1400,1400,1400,1400,1400,1400,1400,1400,69.02071380615234,47.287391662597656,78.94933319091797,51.57603073120117,70.03787231445313,62.70951843261719,17.419456481933594,16.43988037109375,14964924416,11811160064,11664666624,117891072
193,1740617995939,482.6406707763672,1400,2,0.7,5912.955062866211,1400,1400,1400,1400,1400,1400,1400,1400,99.20864868164063,97.8322982788086,98.85248565673828,97.58380889892578,97.75299835205078,98.77754974365234,99.30054473876953,99.60633087158203,14964924416,11811160064,11668275200,126791680
198,1740617996134,588.7887573242188,1400,2,0.7,5913.956954956055,1400,1400,1400,1400,1400,1400,1400,1400,94.01341247558594,93.62932586669922,94.8184585571289,94.30195617675781,96.04778289794922,93.58971405029297,96.53536224365234,95.54071044921875,14964924416,11811160064,11673243648,125009920
199,1740617996333,588.8620910644531,1400,2,0.7,5914.79573059082,1400,1400,1400,1400,1400,1400,1400,1400,92.14300537109375,88.72149658203125,90.88268280029297,86.95423889160156,98.22911071777344,91.81400299072266,92.9471206665039,88.70689392089844,14964924416,11811160064,11674058752,123219968
198,1740617996535,482.90753173828125,1700,2,0.69375,5915.928207397461,1400,1400,1400,1400,1400,1400,1400,1400,94.32827758789063,92.957763671875,96.93463897705078,93.66975402832031,94.39012908935547,97.9329833984375,96.0558090209961,92.73667907714844,14964924416,11811160064,11672473600,123170816
199,1740617996734,589.0545043945313,1700,2,0.69375,5916.795837402344,1400,1400,1400,1400,1400,1400,1400,1400,93.03425598144531,92.47956085205078,92.93855285644531,92.11857604980469,95.2874984741211,92.8029556274414,94.03648376464844,96.12934112548828,14964924416,11811160064,11673546752,123691008
196,1740617996938,589.1649780273438,1700,2,0.69375,5917.88996887207,1400,1400,1400,1400,1400,1400,1400,1400,95.74810791015625,95.47869110107422,94.24349212646484,95.91758728027344,96.4639892578125,95.61568450927734,98.14215087890625,95.966796875,14964924416,11811160064,11680010240,128602112
199,1740617997135,483.34022521972656,3500,0,0.9875,5919.521347045898,1400,1400,1400,1400,1400,1400,1400,1400,96.0782699584961,96.10913848876953,97.52215576171875,97.2408676147461,97.5985107421875,95.47329711914063,96.31661224365234,96.9870376586914,14964924416,11811160064,11683528704,129294336
195,1740617997340,483.8882598876953,2800,0,1.03125,5922.501113891602,1400,1400,1400,1400,1400,1400,1400,1400,96.1411361694336,93.20278930664063,94.22567749023438,93.51463317871094,94.30873107910156,94.21430969238281,95.05150604248047,93.28768157958984,14964924416,11811160064,11683655680,129335296
200,1740617997535,575.4397277832031,3200,0,1.2875,5924.618789672852,1400,1400,1400,1400,1400,1400,1400,1400,76.77332305908203,78.4727554321289,93.27466583251953,89.91011047363281,83.93858337402344,77.8018798828125,86.23290252685547,74.74774169921875,14964924416,11811160064,11653693440,88621056
6,1740617997736,590.8565368652344,1777.7777777777778,1,1.3375,5927.09342956543,1400,1400,1400,1400,1400,1400,1400,1400,31.369407653808594,29.71137237548828,42.42942428588867,27.049400329589844,49.397064208984375,24.68419647216797,76.1846923828125,23.061004638671875,14964924416,11811160064,11618598912,5255168
