Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740621812118,56033.14079284668,5125,0,0.07499999999999996,397080.37477111816,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0,0,22.3619384765625,0,0,0,0,0,0,0.8431015014648438,0,0,0,0,0,0,64091443200,4026531840,8310865920,0
199,1740621812118,56033.16865539551,5100,0,0.0625,397080.515335083,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,58.484745025634766,56.01010513305664,99.24580383300781,56.142154693603516,73.90266418457031,56.168819427490234,59.36210632324219,56.17136001586914,60.16836166381836,73.99027252197266,58.887237548828125,55.88694763183594,85.09757995605469,55.91360855102539,56.4849739074707,56.203102111816406,64091443200,4026531840,8311492608,0
200,1740621812318,56035.010177612305,4825,0,0.09999999999999987,397088.48289489746,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,13.419960021972656,17.67768096923828,59.57942199707031,27.786636352539063,21.98902130126953,25.521400451660156,27.829116821289063,18.511428833007813,14.741737365722656,20.48211669921875,15.384254455566406,17.54407501220703,47.593994140625,28.80231475830078,10.21661376953125,18.72899627685547,64091443200,4026531840,8505425920,0
200,1740621812519,56037.47901916504,4975,0,0.13124999999999987,397099.7093658447,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,20.6287841796875,14.862022399902344,41.588623046875,50.15269470214844,33.168373107910156,42.94104766845703,28.384567260742188,36.72023010253906,9.237312316894531,19.853012084960938,25.03253936767578,28.14295196533203,51.35272979736328,40.59975814819336,21.567893981933594,24.267959594726563,64091443200,4026531840,8504365056,0
200,1740621812719,37164.025955200195,4850,0,0.2437499999999999,397111.61755371094,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,29.7362060546875,32.660728454589844,58.15201187133789,58.72932815551758,55.48089599609375,41.53129959106445,40.12925720214844,38.2544059753418,23.065757751464844,31.053115844726563,35.819801330566406,35.278106689453125,52.293067932128906,61.963531494140625,29.376922607421875,35.14867401123047,64091443200,4026531840,8506814464,0
200,1740621812919,37165.508544921875,2771.4285714285716,1,0.13749999999999996,397121.0084075928,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,17.204063415527344,20.499351501464844,53.118099212646484,37.7293815612793,37.14631652832031,35.776336669921875,32.67047882080078,37.66097640991211,8.627578735351563,17.707801818847656,27.740676879882813,33.330711364746094,44.848838806152344,49.843265533447266,21.224647521972656,25.532974243164063,64091443200,4026531840,8522125312,0
200,1740621813119,37167.31838989258,4925,0,0.13124999999999987,397132.8197631836,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.95716094970703,27.985328674316406,49.8665771484375,51.663917541503906,37.84281921386719,39.818275451660156,34.59368896484375,38.91413879394531,12.617713928222656,20.106475830078125,34.648406982421875,30.01636505126953,48.92903137207031,53.458587646484375,28.27867889404297,29.917404174804688,64091443200,4026531840,8521691136,0
200,1740621813320,24559.008010864258,2742.8571428571427,1,0.22499999999999987,397143.9057312012,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,19.81640625,17.745071411132813,39.85063934326172,54.136714935302734,38.471107482910156,45.53782653808594,33.98545837402344,40.97166442871094,9.77972412109375,20.966407775878906,33.750152587890625,26.271987915039063,45.8380241394043,56.48041534423828,34.610252380371094,24.28327178955078,64091443200,4026531840,8520482816,0
199,1740621813520,56490.59866333008,4800,0,0.23124999999999996,397155.9557495117,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,34.460838317871094,29.885520935058594,60.33975601196289,62.5993537902832,53.57051467895508,43.059078216552734,48.74324035644531,40.36314392089844,24.216506958007813,26.896507263183594,37.14638137817383,39.492435455322266,64.9792251586914,58.1513671875,29.115089416503906,41.03526306152344,64091443200,4026531840,8520433664,0
199,1740621813720,56051.23057556152,4775,0,0.16249999999999987,397167.65504455566,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,27.599609375,27.50733184814453,67.24771118164063,48.02706527709961,45.90121841430664,44.255126953125,39.93743133544922,37.23152160644531,21.613754272460938,23.90991973876953,30.83441925048828,34.97462463378906,62.005313873291016,57.58300018310547,33.310882568359375,29.95720672607422,64091443200,4026531840,8519671808,0
200,1740621813920,56495.1884765625,4900,0,0.17500000000000004,397178.73748779297,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.41352081298828,43.97654724121094,56.32725143432617,46.87158203125,30.611534118652344,57.12528610229492,40.57558059692383,36.20886993408203,17.2955322265625,23.46733856201172,44.911766052246094,26.12682342529297,45.25263214111328,58.53470993041992,30.617431640625,31.383338928222656,64091443200,4026531840,8520347648,0
200,1740621814121,37177.523025512695,5050,0,0.13749999999999996,397190.58462524414,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,32.780845642089844,25.051292419433594,58.1702766418457,55.39293670654297,46.23566436767578,47.19244384765625,40.105037689208984,36.10140609741211,18.564804077148438,28.166168212890625,30.49748992919922,39.85887908935547,56.25743103027344,54.63956832885742,33.14775085449219,32.350624084472656,64091443200,4026531840,8520843264,0
