Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740622186369,56184.122634887695,5125,0,0.07499999999999996,398919.40672302246,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,13.682746887207031,18.145309448242188,60.23057556152344,11.292060852050781,28.431304931640625,9.980140686035156,16.569992065429688,10.76312255859375,47.76763916015625,76.8012924194336,13.532341003417969,10.373069763183594,13.994354248046875,34.31805419921875,17.82794189453125,10.839401245117188,64091443200,4026531840,8322621440,0
193,1740622186376,37264.21220397949,4800,0,0.2437499999999999,398919.70332336426,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0,0,0,0,0,0,0,0,0,18.8233642578125,0,0,73.86332702636719,0,0,0,64091443200,4026531840,8329220096,0
200,1740622186569,56185.97463989258,4850,0,0.19374999999999987,398927.01097106934,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,13.553909301757813,17.491615295410156,52.020042419433594,39.802005767822266,30.04816436767578,26.35973358154297,20.579917907714844,25.159530639648438,16.481399536132813,21.86803436279297,20.13897705078125,21.407569885253906,36.062740325927734,49.028663635253906,18.62560272216797,14.842689514160156,64091443200,4026531840,8532152320,0
200,1740622186769,56188.41435241699,4975,0,0.13124999999999987,398938.29318237305,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,13.358123779296875,24.595260620117188,48.593048095703125,50.81695556640625,38.906715393066406,42.5477294921875,25.603469848632813,39.56517791748047,16.51683807373047,10.766197204589844,26.71355438232422,26.35021209716797,50.57620620727539,49.83344268798828,20.275115966796875,26.68616485595703,64091443200,4026531840,8537575424,0
200,1740622186969,56642.07975769043,4825,0,0.20625000000000004,398949.7754058838,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,33.09284210205078,30.391921997070313,60.87381362915039,59.790035247802734,47.512359619140625,46.72984313964844,41.713993072509766,39.78215789794922,31.70850372314453,24.818809509277344,35.27056121826172,38.31514358520508,56.447845458984375,60.95954132080078,32.20140075683594,35.88867950439453,64091443200,4026531840,8538759168,0
199,1740622187170,56644.006271362305,4950,0,0.14375000000000004,398960.13732910156,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.46343231201172,17.963150024414063,52.94261169433594,35.524391174316406,34.48664093017578,33.427955627441406,26.50731658935547,36.717124938964844,10.288978576660156,10.054267883300781,27.115234375,29.710784912109375,38.2164306640625,42.43281555175781,14.282615661621094,25.31341552734375,64091443200,4026531840,8538570752,0
200,1740622187370,24641.447631835938,4925,0,0.14375000000000004,398971.9999694824,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,21.380081176757813,24.769989013671875,51.79060363769531,46.79636764526367,37.843082427978516,41.4260368347168,38.47688674926758,36.4637336730957,20.462181091308594,16.825057983398438,28.728836059570313,38.20723342895508,52.40087127685547,50.45412826538086,27.360076904296875,30.012840270996094,64091443200,4026531840,8538054656,0
200,1740622187570,56648.683166503906,4775,0,0.21875,398982.6501159668,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,15.192329406738281,30.62682342529297,57.770408630371094,44.889076232910156,36.64295959472656,43.40559387207031,35.08514404296875,38.99906921386719,15.88336181640625,17.48351287841797,33.927467346191406,30.59002685546875,42.65236282348633,55.681121826171875,23.886871337890625,22.798965454101563,64091443200,4026531840,8538427392,0
200,1740622187771,56199.901123046875,4675,0,0.3125,398994.68853759766,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,27.09357452392578,33.547096252441406,56.8330078125,62.87505340576172,47.533382415771484,47.23200607299805,39.773990631103516,48.37517547607422,25.16466522216797,23.532882690429688,36.233238220214844,40.54283142089844,56.60413360595703,58.823551177978516,30.728866577148438,35.90179443359375,64091443200,4026531840,8537755648,0
199,1740622187971,37278.65118408203,4700,0,0.2749999999999999,399006.1561431885,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,20.310447692871094,36.54075622558594,53.6641845703125,58.98267364501953,44.33232498168945,39.961585998535156,36.50636672973633,39.31602478027344,15.50238037109375,29.896209716796875,35.365943908691406,36.288665771484375,61.123260498046875,59.065948486328125,30.472640991210938,33.371063232421875,64091443200,4026531840,8536809472,0
200,1740622188171,56204.40986633301,4700,0,0.2437499999999999,399017.66410827637,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,23.261154174804688,29.93707275390625,43.566585540771484,54.22478103637695,41.57194900512695,42.94473648071289,40.867740631103516,37.79242706298828,12.047828674316406,28.03369903564453,31.835006713867188,38.924278259277344,55.649192810058594,55.506813049316406,26.172943115234375,35.12931823730469,64091443200,4026531840,8535777280,0
200,1740622188371,24649.70574951172,4900,0,0.19374999999999987,399029.4405670166,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,24.0146484375,28.118896484375,56.11141586303711,52.76411437988281,38.3206672668457,53.97834396362305,39.70887756347656,36.863670349121094,28.87908172607422,23.140914916992188,28.8013916015625,40.69451904296875,51.363067626953125,61.54001998901367,33.871788024902344,26.95410919189453,64091443200,4026531840,8536092672,0
200,1740622188572,56660.36228942871,4800,0,0.22499999999999987,399040.6111907959,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,24.870162963867188,35.29749298095703,60.976871490478516,59.97963333129883,37.997806549072266,49.19985580444336,35.94825744628906,41.04718017578125,20.953468322753906,24.349822998046875,36.9676628112793,33.715599060058594,58.44132614135742,59.514312744140625,32.43028259277344,33.33551788330078,64091443200,4026531840,8535257088,0
3,1740622188773,56210.168884277344,5125,0,0.06874999999999987,399048.6423187256,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,19.433517456054688,20.803512573242188,38.269710540771484,40.60791778564453,24.430892944335938,31.391769409179688,24.007522583007813,29.868789672851563,24.192962646484375,24.556625366210938,21.566810607910156,22.936508178710938,44.26128005981445,34.18620300292969,19.034385681152344,23.544921875,64091443200,4026531840,8330375168,0
