Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740621749251,56000.64204406738,5075,0,0.125,396753.82640075684,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,26.13701629638672,23.3779296875,67.09789276123047,22.876220703125,29.920677185058594,23.56695556640625,35.26008605957031,25.009933471679688,56.05128479003906,79.24275207519531,27.58319854736328,24.52552032470703,45.44487762451172,26.967437744140625,25.629539489746094,31.21820068359375,64091443200,4026531840,8311721984,0
172,1740621749279,56001.01972961426,5050,0,0.11874999999999991,396754.98457336426,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.174301147460938,3.083892822265625,53.87794876098633,23.083045959472656,24.292015075683594,0,12.342979431152344,0,13.35321044921875,44.87010192871094,0.08492279052734375,0,79.66116333007813,2.8650741577148438,0,1.9450531005859375,64091443200,4026531840,8315482112,0
199,1740621749452,56002.759368896484,4850,0,0.1812499999999999,396763.0983428955,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.1591796875,19.169532775878906,48.11662673950195,41.20941925048828,27.14533233642578,26.314109802246094,31.09838104248047,20.597091674804688,14.585182189941406,19.560928344726563,16.397125244140625,22.469482421875,51.661476135253906,36.748619079589844,16.613388061523438,18.544960021972656,64091443200,4026531840,8504020992,0
200,1740621749652,56005.12739562988,4775,0,0.25,396773.9690093994,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,15.879852294921875,18.37065887451172,50.09518814086914,47.04353713989258,33.56865692138672,39.37773513793945,33.17029571533203,30.908180236816406,10.890655517578125,18.421524047851563,23.97254180908203,43.77962112426758,47.07915115356445,46.656341552734375,28.346832275390625,23.313217163085938,64091443200,4026531840,8503558144,0
200,1740621749852,37141.92726135254,4750,0,0.19999999999999996,396785.08630371094,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,30.64153289794922,30.945343017578125,55.40826416015625,68.21192932128906,39.2012939453125,47.83304977416992,39.460304260253906,41.02983474731445,23.257095336914063,25.80872344970703,34.740577697753906,38.49518585205078,57.457176208496094,55.477821350097656,26.72563934326172,37.56428909301758,64091443200,4026531840,8505262080,0
200,1740621750052,56009.25991821289,4900,0,0.13749999999999996,396795.6320953369,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,25.562530517578125,17.513771057128906,41.48311996459961,43.827880859375,31.61370849609375,34.01519775390625,24.654388427734375,33.26862335205078,10.485923767089844,15.903694152832031,28.85810089111328,34.789222717285156,42.22795867919922,46.26633834838867,20.62779998779297,21.71674346923828,64091443200,4026531840,8505434112,0
200,1740621750253,56011.38609313965,4825,0,0.2124999999999999,396806.42472839355,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,19.987998962402344,23.27075958251953,53.20433807373047,46.492340087890625,37.85590362548828,44.75028991699219,30.720298767089844,39.34687805175781,13.760505676269531,17.65826416015625,34.80561828613281,30.29523468017578,49.70147705078125,52.211795806884766,25.0887451171875,29.208053588867188,64091443200,4026531840,8505942016,0
200,1740621750453,37147.515365600586,4550,0,0.32499999999999996,396817.73739624023,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,20.315933227539063,23.90613555908203,54.02405548095703,56.10188674926758,44.159549713134766,40.76128005981445,39.86681365966797,39.77811050415039,14.9755859375,18.82683563232422,34.306190490722656,31.76447296142578,58.45387268066406,41.52500915527344,22.637168884277344,33.98041534423828,64091443200,4026531840,8509001728,0
200,1740621750654,30916.63311767578,4825,0,0.19999999999999996,396829.766494751,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,24.599960327148438,32.93782043457031,61.18846130371094,55.33856201171875,47.13920211791992,43.23688507080078,45.55098342895508,43.84569549560547,16.184967041015625,26.246917724609375,36.41165542602539,35.896141052246094,57.970741271972656,55.27495574951172,33.34283447265625,35.22108459472656,64091443200,4026531840,8508964864,0
199,1740621750854,56018.73002624512,4875,0,0.16874999999999996,396840.5984954834,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,33.949256896972656,26.423667907714844,55.972023010253906,55.96108627319336,35.73486328125,50.59516143798828,43.54828643798828,34.9881591796875,19.49005126953125,27.316543579101563,31.73016357421875,32.75080108642578,57.09706497192383,54.38474655151367,28.217666625976563,33.027076721191406,64091443200,4026531840,8507326464,0
200,1740621751054,24546.867294311523,4725,0,0.1812499999999999,396852.5278778076,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,26.543724060058594,33.31816101074219,58.95450973510742,48.898502349853516,36.93648147583008,46.4973030090332,34.968841552734375,43.260108947753906,25.17157745361328,19.69646453857422,34.835731506347656,39.77573776245117,44.395118713378906,60.23078918457031,30.751014709472656,32.130027770996094,64091443200,4026531840,8508411904,0
200,1740621751255,37155.32601928711,2700,1,0.2749999999999999,396864.20892333984,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,29.24364471435547,31.17931365966797,56.018489837646484,56.12679672241211,52.973453521728516,43.244327545166016,45.46723175048828,31.760635375976563,20.29656219482422,21.39263153076172,30.499351501464844,38.69495391845703,55.03526306152344,57.712554931640625,35.50829315185547,29.43286895751953,64091443200,4026531840,8509722624,0
200,1740621751455,24549.88214111328,4850,0,0.2437499999999999,396875.72578430176,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,28.447723388671875,30.954498291015625,62.13084030151367,56.219810485839844,45.89908218383789,38.331451416015625,36.7368049621582,40.73277282714844,20.042861938476563,26.319473266601563,33.93181610107422,37.58278274536133,57.36799621582031,57.39181900024414,32.37889862060547,40.17301940917969,64091443200,4026531840,8509124608,0
