Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740619467108,55303.43339538574,5100,0,0.125,386941.92462158203,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0,0,35.01066589355469,0,3.161529541015625,0,0,0,17.73108673095703,13.976295471191406,0,0,4.3170318603515625,11.045295715332031,0,0,64091443200,4026531840,8311099392,0
199,1740619467108,55718.90057373047,5075,0,0.09999999999999987,386942.0101623535,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,70.27410888671875,70.27410888671875,80.74102020263672,70.28488159179688,90.23641967773438,70.295654296875,70.29026794433594,70.28273010253906,71.50950622558594,77.77262878417969,70.27410888671875,70.2762680053711,99.74797058105469,70.32365417480469,70.3505859375,70.3505859375,64091443200,4026531840,8311152640,0
199,1740619467308,55305.33296203613,5075,0,0.10624999999999996,386950.2667236328,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,4.9531402587890625,8.443885803222656,38.0640983581543,27.378890991210938,18.225807189941406,20.419692993164063,34.00812530517578,12.1246337890625,5.690040588378906,14.755035400390625,12.111328125,12.642623901367188,40.025455474853516,22.7659912109375,5.979560852050781,9.160263061523438,64091443200,4026531840,8422084608,0
200,1740619467508,55722.83151245117,4900,0,0.16874999999999996,386960.73275756836,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,17.03076171875,25.536941528320313,45.91963195800781,41.96519088745117,37.55546188354492,36.317596435546875,32.60400390625,31.04535675048828,14.159477233886719,13.217483520507813,22.361000061035156,31.271514892578125,50.07417678833008,40.98191452026367,26.989105224609375,19.491409301757813,64091443200,4026531840,8424673280,0
200,1740619467709,55309.51045227051,5075,0,0.11250000000000004,386970.7970428467,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,10.548049926757813,13.094749450683594,39.586185455322266,37.35879135131836,27.541580200195313,34.939453125,24.579986572265625,34.90043640136719,9.263298034667969,8.869667053222656,18.031463623046875,28.938339233398438,41.19979476928711,34.72755432128906,11.578987121582031,23.5570068359375,64091443200,4026531840,8428474368,0
200,1740619467909,55727.596450805664,4975,0,0.11874999999999991,386980.9607849121,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,5.89892578125,9.273887634277344,35.45233154296875,41.10344314575195,32.80792999267578,38.31732177734375,21.078163146972656,26.47057342529297,1.5433197021484375,4.420967102050781,20.061126708984375,17.164955139160156,40.338035583496094,44.34315872192383,21.052505493164063,9.5557861328125,64091443200,4026531840,8435298304,0
200,1740619468109,55314.19731140137,5050,0,0.10624999999999996,386991.07905578613,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.28070831298828,19.881370544433594,50.10295867919922,40.84535598754883,37.94774627685547,33.965599060058594,34.229957580566406,32.19487762451172,10.037300109863281,19.043724060058594,26.44275665283203,30.31023406982422,42.05479049682617,47.245243072509766,24.318687438964844,26.236839294433594,64091443200,4026531840,8436355072,0
199,1740619468309,55316.59825134277,4950,0,0.13124999999999987,387002.2410736084,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,10.740013122558594,14.54742431640625,34.29045867919922,42.40470504760742,31.806915283203125,34.688072204589844,24.99427032470703,24.975257873535156,3.5341720581054688,8.994552612304688,24.185302734375,22.68108367919922,37.289554595947266,44.1546745300293,11.91485595703125,22.892112731933594,64091443200,4026531840,8436555776,0
200,1740619468509,55318.97521972656,4975,0,0.13124999999999987,387013.8253479004,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.940582275390625,23.854995727539063,45.489315032958984,45.32021713256836,30.899429321289063,40.800960540771484,35.107566833496094,30.152450561523438,14.348419189453125,14.560295104980469,28.697181701660156,33.11121368408203,45.98588180541992,42.864200592041016,25.369155883789063,25.808815002441406,64091443200,4026531840,8437227520,0
4,1740619468710,55319.216079711914,5125,0,0.07499999999999996,387015.6655578613,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0.8562698364257813,1.0686416625976563,10.6597900390625,3.4511642456054688,3.5421981811523438,2.2345199584960938,1.94384765625,2.2760467529296875,8.931617736816406,6.1134796142578125,1.1141891479492188,1.7427444458007813,7.333778381347656,5.001579284667969,1.1396255493164063,1.5829086303710938,64091443200,4026531840,8307019776,0
