Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740613119527,1609,1609,1609,1609,1609,1609,1609,1609,44.325897216796875,41.805137634277344,97.85493469238281,43.532325744628906,70.87683868408203,38.85806655883789,62.12672805786133,34.788963317871094,2447.802490234375,9539.176818847656,6839.169982910156,10.7607421875,16883044352,34359738368,6574231552,0
199,1740613119528,1609,1609,1609,1609,1609,1609,1609,1609,64.3345947265625,18.388595581054688,98.47740936279297,17.92786407470703,95.5882339477539,25.796653747558594,73.6791763305664,57.7263069152832,2447.8118286132813,9539.224731445313,6839.206115722656,10.7607421875,16883044352,34359738368,6574587904,0
198,1740613119729,1609,1609,1609,1609,1609,1609,1609,1609,13.153778076171875,13.696426391601563,45.861656188964844,11.029495239257813,28.17176055908203,10.803199768066406,24.15692138671875,35.33965301513672,2447.968017578125,9541.267150878906,6841.006042480469,10.7607421875,16883044352,34359738368,6612946944,0
199,1740613119928,1609,1609,1609,1609,1609,1609,1609,1609,43.291622161865234,40.0458984375,52.0666618347168,43.065032958984375,60.09040451049805,44.0559196472168,41.19304656982422,50.718379974365234,2448.2794189453125,9544.742248535156,6844.173522949219,10.76116943359375,16883044352,34359738368,6693003264,0
200,1740613120128,1609,1609,1609,1609,1609,1609,1609,1609,59.10878372192383,40.359127044677734,49.2530403137207,46.51068115234375,53.340335845947266,32.92608642578125,41.4892692565918,35.16278839111328,2448.5593872070313,9548.401062011719,6847.605529785156,10.76165771484375,16883044352,34359738368,6695006208,0
200,1740613120328,1609,1609,1609,1609,1609,1609,1609,1609,73.29349517822266,62.170989990234375,68.43012237548828,66.9723892211914,72.39302062988281,69.80532836914063,69.21756744384766,59.97880935668945,2449.0084228515625,9552.948852539063,6851.8900146484375,10.76202392578125,16883044352,34359738368,6696419328,0
200,1740613120529,1609,1609,1609,1609,1609,1609,1609,1609,63.24116516113281,52.76226043701172,64.43717956542969,60.929664611816406,63.87596130371094,55.19375991821289,61.705814361572266,49.5671501159668,2449.3616943359375,9556.48486328125,6855.151550292969,10.76251220703125,16883044352,34359738368,6697041920,0
200,1740613120729,1609,1609,1609,1609,1609,1609,1609,1609,51.085960388183594,45.67592239379883,52.63970184326172,50.37941360473633,57.09513854980469,48.50190353393555,56.19097137451172,40.66565704345703,2449.703125,9560.300598144531,6858.734436035156,10.76251220703125,16883044352,34359738368,6697091072,0
200,1740613120929,1609,1609,1609,1609,1609,1609,1609,1609,53.387054443359375,43.8881721496582,61.13687515258789,50.54249572753906,59.88086700439453,47.62892532348633,58.62006759643555,53.15069580078125,2450.050048828125,9564.269226074219,6862.460388183594,10.762939453125,16883044352,34359738368,6696886272,0
200,1740613121130,1609,1609,1609,1609,1609,1609,1609,1609,43.31597137451172,38.73857498168945,49.857757568359375,52.99957275390625,43.83673858642578,39.75308609008789,44.43332290649414,32.0416259765625,2450.3065795898438,9568.01513671875,6865.9346923828125,10.76324462890625,16883044352,34359738368,6696136704,0
200,1740613121330,1609,1609,1609,1609,1609,1609,1609,1609,47.2435302734375,42.37397766113281,57.71168899536133,53.94416809082031,56.44495391845703,37.31022644042969,63.97788619995117,34.011268615722656,2450.572509765625,9572.009338378906,6869.722595214844,10.76324462890625,16883044352,34359738368,6697955328,0
200,1740613121531,1609,1609,1609,1609,1609,1609,1609,1609,72.80213165283203,55.901363372802734,65.57325744628906,68.75096893310547,72.62036895751953,58.94606399536133,63.8502197265625,62.9672737121582,2450.9686889648438,9576.569091796875,6874.0299072265625,10.763671875,16883044352,34359738368,6697390080,0
199,1740613121731,1609,1609,1609,1609,1609,1609,1609,1609,66.17703247070313,59.70027160644531,60.350624084472656,61.94487762451172,70.9593276977539,61.31660842895508,69.33366394042969,60.859683990478516,2451.3724975585938,9580.823791503906,6878.030517578125,10.763671875,16883044352,34359738368,6697971712,0
199,1740613121931,1609,1609,1609,1609,1609,1609,1609,1609,56.1834716796875,35.57734680175781,41.02340316772461,45.321205139160156,75.34405517578125,36.23377227783203,49.719730377197266,44.75849533081055,2451.6441040039063,9584.76123046875,6881.761291503906,10.7640380859375,16883044352,34359738368,6698344448,0
200,1740613122131,1609,1609,1609,1609,1609,1609,1609,1609,55.06515121459961,45.76258087158203,63.01697540283203,61.79800033569336,58.75271224975586,47.44830322265625,56.11235427856445,46.873355865478516,2451.9945678710938,9588.9072265625,6885.666687011719,10.764404296875,16883044352,34359738368,6699077632,0
199,1740613122332,1609,1609,1609,1609,1609,1609,1609,1609,56.75780487060547,43.850101470947266,56.1856689453125,45.58024597167969,48.0278434753418,42.53133010864258,72.81732940673828,47.13482666015625,2452.3128051757813,9592.862243652344,6889.368103027344,10.76483154296875,16883044352,34359738368,6699188224,0
