Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740624431472,57078.60772705078,4825,0,0.2437499999999999,409891.0107269287,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64091443200,4026531840,8309911552,0
198,1740624431473,57078.62841796875,4800,0,0.2437499999999999,409891.1330718994,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,74.30581665039063,75.91070556640625,92.68685913085938,73.77490234375,76.43074035644531,73.79857635498047,76.43202209472656,73.86509704589844,77.13948059082031,85.09162902832031,74.46444702148438,73.7966537475586,98.6221923828125,73.98342895507813,73.78130340576172,73.93162536621094,64091443200,4026531840,8309420032,0
200,1740624431672,31571.126266479492,4950,0,0.15625,409899.53607177734,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,14.001197814941406,14.082351684570313,64.96722412109375,33.38847351074219,27.746177673339844,26.016502380371094,25.21497344970703,21.936050415039063,15.736198425292969,25.75847625732422,17.263809204101563,16.780235290527344,41.01310348510742,37.94813537597656,15.631553649902344,14.898086547851563,64091443200,4026531840,8512274432,0
199,1740624431873,37888.233978271484,4875,0,0.13124999999999987,409910.8289489746,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,19.25023651123047,21.093536376953125,47.097923278808594,45.1325569152832,43.612998962402344,33.7998046875,31.831085205078125,33.583763122558594,14.520027160644531,15.123497009277344,27.939239501953125,30.15485382080078,44.41852951049805,54.81300354003906,24.84101104736328,26.410675048828125,64091443200,4026531840,8513724416,0
200,1740624432073,25141.827117919922,4850,0,0.2124999999999999,409922.04943847656,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,27.355850219726563,34.84382629394531,57.057762145996094,58.415531158447266,47.817928314208984,43.89091110229492,44.92319869995117,39.030235290527344,21.76416015625,28.488677978515625,36.598793029785156,38.37977600097656,56.3653678894043,63.007225036621094,32.83263397216797,39.35059356689453,64091443200,4026531840,8517169152,0
199,1740624432273,57087.09460449219,4875,0,0.15625,409932.4993286133,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,14.361831665039063,20.242462158203125,45.97701644897461,38.128475189208984,25.87281036376953,41.299049377441406,33.15800476074219,28.809249877929688,10.134895324707031,15.247993469238281,23.0323486328125,32.350975036621094,49.416202545166016,38.72883987426758,20.72528839111328,20.987533569335938,64091443200,4026531840,8517148672,0
199,1740624432473,57089.429260253906,4925,0,0.14375000000000004,409944.1545410156,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,15.049583435058594,26.71953582763672,53.726173400878906,46.78398895263672,42.03807830810547,38.4411735534668,30.294029235839844,35.395240783691406,16.66291046142578,20.057998657226563,27.264816284179688,30.878189086914063,48.87348175048828,48.45591735839844,22.243087768554688,32.911216735839844,64091443200,4026531840,8517251072,0
200,1740624432673,26052.638122558594,4725,0,0.2124999999999999,409954.7106628418,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.295249938964844,22.002182006835938,53.384281158447266,52.01114273071289,39.78302764892578,39.519996643066406,35.50646209716797,39.92039108276367,12.443962097167969,15.835662841796875,22.8255615234375,39.789424896240234,54.90577697753906,43.94842529296875,24.385848999023438,26.0128173828125,64091443200,4026531840,8518496256,0
200,1740624432874,37897.50704956055,4825,0,0.26249999999999996,409966.7322845459,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,34.39464569091797,26.715164184570313,60.58116149902344,67.48028564453125,48.774749755859375,45.28982925415039,39.13491439819336,47.53602600097656,25.88715362548828,26.842300415039063,38.71564483642578,35.584190368652344,57.963008880615234,59.43401336669922,31.035476684570313,35.06891632080078,64091443200,4026531840,8518545408,0
200,1740624433074,57096.94155883789,4725,0,0.2749999999999999,409977.94386291504,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,29.67810821533203,29.82745361328125,55.38450241088867,62.571929931640625,42.118804931640625,36.954444885253906,40.520877838134766,36.60048294067383,21.51081085205078,21.07989501953125,31.4970703125,30.75469207763672,62.728572845458984,48.611934661865234,25.13965606689453,31.707664489746094,64091443200,4026531840,8518189056,0
