Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740621498768,55891.302337646484,5100,0,0.08749999999999991,395485.5029296875,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,32.01665496826172,30.305892944335938,68.4551773071289,27.722923278808594,43.6949348449707,28.008743286132813,32.190269470214844,27.773712158203125,83.71501159667969,55.158260345458984,33.537261962890625,28.759300231933594,42.20267105102539,31.38892364501953,32.15070343017578,34.17326354980469,64091443200,4026531840,8306819072,0
172,1740621498796,55891.72637939453,5075,0,0.08125000000000004,395486.7797241211,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0,0,58.67820358276367,25.484825134277344,12.861549377441406,19.837730407714844,16.426254272460938,0.9402847290039063,25.24047088623047,35.221099853515625,28.441009521484375,6.062225341796875,67.20352172851563,7.325492858886719,10.097740173339844,0.5724029541015625,64091443200,4026531840,8310894592,0
200,1740621498969,37058.347885131836,4775,0,0.25,395494.3090209961,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,14.323974609375,14.811111450195313,44.69685363769531,37.3233642578125,26.910499572753906,25.08233642578125,21.26177215576172,25.43878173828125,17.45562744140625,13.240325927734375,19.7435302734375,20.642555236816406,47.71067810058594,39.950157165527344,17.49652862548828,16.105560302734375,64091443200,4026531840,8502595584,0
200,1740621499169,24472.864318847656,4900,0,0.13124999999999987,395504.5858154297,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.134658813476563,18.709754943847656,36.15517807006836,54.44413375854492,42.55900192260742,34.01930236816406,29.230514526367188,30.278152465820313,13.546768188476563,18.015892028808594,29.93994140625,28.541305541992188,47.84077072143555,49.65495300292969,25.49982452392578,23.57360076904297,64091443200,4026531840,8506335232,0
200,1740621499369,55897.79071044922,4750,0,0.25624999999999987,395516.5228729248,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,31.622459411621094,29.80762481689453,58.88408660888672,61.55534744262695,46.93788528442383,45.30397415161133,42.2777214050293,46.591487884521484,24.166481018066406,29.67242431640625,39.63007354736328,37.62680435180664,58.03586959838867,62.576690673828125,31.359573364257813,38.98833084106445,64091443200,4026531840,8517713920,0
200,1740621499570,56331.94999694824,4950,0,0.14375000000000004,395526.0045013428,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.428504943847656,18.847610473632813,45.356658935546875,37.952518463134766,28.669090270996094,38.28512191772461,30.29644012451172,32.08484649658203,11.748870849609375,13.649948120117188,24.25347137451172,33.23400115966797,43.60842514038086,44.21817398071289,17.279380798339844,21.514793395996094,64091443200,4026531840,8517648384,0
200,1740621499770,56334.21241760254,2828.5714285714284,1,0.13749999999999996,395537.8218231201,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.014808654785156,28.973899841308594,47.30635070800781,51.89208221435547,45.16593551635742,38.54409408569336,32.63224792480469,36.69132614135742,19.573760986328125,14.574760437011719,33.070289611816406,33.32038116455078,51.980342864990234,45.700714111328125,27.91558074951172,25.207237243652344,64091443200,4026531840,8517218304,0
200,1740621499970,30845.047409057617,4825,0,0.1875,395549.3706512451,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.991600036621094,26.637420654296875,55.11924362182617,46.019981384277344,39.08477783203125,41.348175048828125,37.23031234741211,30.768310546875,15.259300231933594,19.05321502685547,22.983360290527344,32.85222625732422,41.485260009765625,57.28158187866211,24.894317626953125,20.23029327392578,64091443200,4026531840,8516431872,0
199,1740621500171,24480.70721435547,4675,0,0.3125,395560.85806274414,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,26.190086364746094,34.15576171875,53.4113655090332,66.41438293457031,46.56920623779297,42.98175811767578,49.091819763183594,36.7552604675293,27.370758056640625,22.676116943359375,36.52608871459961,44.4938850402832,58.577518463134766,61.97652816772461,30.062728881835938,36.36018753051758,64091443200,4026531840,8516378624,0
200,1740621500371,55909.49452209473,4800,0,0.13124999999999987,395572.66999816895,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,31.24083709716797,30.252151489257813,61.526702880859375,54.51538848876953,42.03348159790039,44.12638854980469,37.65420913696289,42.11684036254883,20.64618682861328,27.36096954345703,34.594276428222656,39.61968994140625,57.45551681518555,55.93904113769531,27.66551971435547,39.65678787231445,64091443200,4026531840,8515584000,0
