Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740624494347,57109.12268066406,5125,0,0.05624999999999991,410220.83644104004,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,0,0,50.140865325927734,0,0,0,0,0,7.091636657714844,3.2185516357421875,0,0,0,0,0,0,64091443200,4026531840,8313479168,0
171,1740624494376,57109.45280456543,2914.285714285714,1,0.05624999999999991,410222.18019104004,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,6.31695556640625,23.022994995117188,49.09225845336914,33.428070068359375,36.9957389831543,4.368797302246094,13.037025451660156,0.40760040283203125,15.408447265625,45.6431884765625,12.233345031738281,0,75.46841430664063,4.390220642089844,0.11412811279296875,6.872566223144531,64091443200,4026531840,8316821504,0
200,1740624494548,57626.85809326172,2728.5714285714284,1,0.25,410229.7873535156,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.7978515625,20.469764709472656,52.050880432128906,42.51374053955078,33.84150695800781,29.181808471679688,24.547073364257813,29.841812133789063,22.738082885742188,21.357337951660156,21.375930786132813,33.687347412109375,47.107051849365234,42.178741455078125,18.350242614746094,26.11284637451172,64091443200,4026531840,8511283200,0
199,1740624494748,57113.19673156738,4900,0,0.19374999999999987,410240.4163208008,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,17.658950805664063,23.494468688964844,51.77880096435547,47.279022216796875,38.84920120239258,40.00703048706055,31.248489379882813,34.243995666503906,9.963943481445313,23.29553985595703,27.050270080566406,27.670516967773438,41.94135284423828,59.141597747802734,24.542526245117188,18.974929809570313,64091443200,4026531840,8523247616,0
200,1740624494948,26066.950439453125,4775,0,0.25624999999999987,410252.3012084961,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,33.64838409423828,30.070602416992188,54.637813568115234,65.05018615722656,46.8816032409668,46.65580749511719,39.87952423095703,46.816162109375,27.217086791992188,30.82910919189453,39.82862854003906,40.337310791015625,60.19009017944336,57.21247482299805,35.512489318847656,35.163673400878906,64091443200,4026531840,8524492800,0
199,1740624495149,57117.15544128418,4875,0,0.1812499999999999,410261.64974975586,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,16.48528289794922,13.927345275878906,43.016998291015625,38.645809173583984,27.141159057617188,33.787025451660156,26.633682250976563,33.874481201171875,7.923942565917969,10.419281005859375,25.563430786132813,28.84215545654297,46.58137130737305,40.5850715637207,17.801002502441406,20.333168029785156,64091443200,4026531840,8524451840,0
200,1740624495349,57635.68769836426,4900,0,0.14375000000000004,410273.4084472656,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,18.518112182617188,28.86749267578125,53.967769622802734,45.96737289428711,46.31654739379883,36.76045608520508,31.58708953857422,43.51845169067383,15.006126403808594,18.974472045898438,31.02410125732422,34.41956329345703,55.69395446777344,46.65863037109375,28.917213439941406,28.272476196289063,64091443200,4026531840,8524103680,0
199,1740624495549,31598.843872070313,4700,0,0.23124999999999996,410285.0700531006,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.815353393554688,23.135360717773438,61.030887603759766,48.76136779785156,43.32075881958008,42.69451904296875,35.22509002685547,34.41465759277344,13.832077026367188,22.130111694335938,23.31316375732422,38.22646713256836,49.822425842285156,48.54448318481445,19.797698974609375,29.521026611328125,64091443200,4026531840,8523292672,0
200,1740624495749,57124.600326538086,4900,0,0.20625000000000004,410296.52516174316,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,21.33386993408203,44.050418853759766,63.62735366821289,58.97633361816406,46.158504486083984,51.074562072753906,51.095054626464844,35.28175354003906,22.193565368652344,24.81157684326172,40.83946990966797,34.50196075439453,59.44487762451172,53.75247573852539,31.75286102294922,40.401222229003906,64091443200,4026531840,8523419648,0
200,1740624495950,26072.815475463867,2771.4285714285716,1,0.13749999999999996,410308.3584136963,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,22.608909606933594,32.4156494140625,56.85112762451172,59.70854949951172,43.34627151489258,40.19269943237305,38.11585998535156,34.97758483886719,21.34136199951172,21.498802185058594,40.52419662475586,32.28605651855469,60.54985046386719,52.082767486572266,25.24285125732422,33.14513397216797,64091443200,4026531840,8522264576,0
