Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740616846266,1609,1609,1609,1609,1609,1609,1609,1609,14.078865051269531,28.32111358642578,91.37505340576172,16.247207641601563,72.25247192382813,20.30792999267578,58.62671661376953,18.386810302734375,3933.3699951171875,15966.399353027344,11797.437316894531,15.59991455078125,16883044352,34359738368,6613499904,0
199,1740616846266,1609,1609,1609,1609,1609,1609,1609,1609,30.311355590820313,0,97.72565460205078,0,41.5804557800293,30.43218994140625,57.13505554199219,19.406417846679688,3933.3792114257813,15966.437438964844,11797.470642089844,15.59991455078125,16883044352,34359738368,6613266432,0
200,1740616846466,1609,1609,1609,1609,1609,1609,1609,1609,9.796005249023438,29.210838317871094,48.80875015258789,10.3514404296875,33.40095520019531,17.440155029296875,14.678802490234375,31.830528259277344,3933.525146484375,15968.378112792969,11799.234924316406,15.59991455078125,16883044352,34359738368,6652874752,0
199,1740616846667,1609,1609,1609,1609,1609,1609,1609,1609,48.45706558227539,40.337615966796875,57.41421127319336,37.55186080932617,52.14252471923828,43.10258102416992,51.82509994506836,50.7891845703125,3933.8637084960938,15971.8349609375,11802.365173339844,15.6007080078125,16883044352,34359738368,6795898880,0
200,1740616846867,1609,1609,1609,1609,1609,1609,1609,1609,69.23165130615234,66.22779846191406,70.74055480957031,76.33374786376953,75.43524169921875,68.10061645507813,70.8935546875,69.8172607421875,3934.2833862304688,15975.788757324219,11806.061462402344,15.6007080078125,16883044352,34359738368,6796599296,0
199,1740616847067,1609,1609,1609,1609,1609,1609,1609,1609,61.544090270996094,32.953651428222656,51.908016204833984,59.510345458984375,69.59977722167969,39.56522750854492,62.70595169067383,43.68391418457031,3934.5966186523438,15979.944885253906,11810.005920410156,15.6007080078125,16883044352,34359738368,6797275136,0
200,1740616847268,1609,1609,1609,1609,1609,1609,1609,1609,68.820556640625,62.46345520019531,68.13896179199219,59.0880012512207,69.32467651367188,53.28386306762695,65.751953125,56.01164245605469,3935.0089721679688,15984.204223632813,11814.001098632813,15.6011962890625,16883044352,34359738368,6796816384,0
200,1740616847468,1609,1609,1609,1609,1609,1609,1609,1609,77.23544311523438,70.97991180419922,73.89555358886719,70.67208862304688,77.9994888305664,74.00550842285156,71.84370422363281,69.6916275024414,3935.45849609375,15988.438293457031,11817.959350585938,15.60162353515625,16883044352,34359738368,6796468224,0
200,1740616847669,1609,1609,1609,1609,1609,1609,1609,1609,80.9422607421875,71.35179901123047,72.68266296386719,69.81906127929688,74.99928283691406,79.56539154052734,74.63011932373047,66.31193542480469,3935.9322509765625,15992.40771484375,11821.65966796875,15.6019287109375,16883044352,34359738368,6797025280,0
200,1740616847869,1609,1609,1609,1609,1609,1609,1609,1609,78.96588897705078,76.01213073730469,82.57803344726563,73.94534301757813,82.015625,78.74846649169922,86.44641876220703,79.69366455078125,3936.4088134765625,15996.588562011719,11825.515563964844,15.6019287109375,16883044352,34359738368,6796365824,0
200,1740616848070,1609,1609,1609,1609,1609,1609,1609,1609,40.83156204223633,41.290855407714844,60.70062255859375,38.39513397216797,46.51408767700195,41.236106872558594,43.79299545288086,39.96396255493164,3936.7263793945313,16000.070617675781,11828.779113769531,15.6019287109375,16883044352,34359738368,6796640256,0
200,1740616848270,1609,1609,1609,1609,1609,1609,1609,1609,62.274696350097656,52.17683792114258,62.68193817138672,62.146034240722656,60.88151550292969,61.119544982910156,64.66766357421875,61.775245666503906,3937.1397094726563,16004.260131835938,11832.676086425781,15.60211181640625,16883044352,34359738368,6798184448,0
