Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740614062846,53968.27131652832,2785.714285714286,1,0.20625000000000004,365138.5246734619,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64091443200,4026531840,8343289856,0
189,1740614062857,54254.45095825195,4925,0,0.19374999999999987,365138.9594421387,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,42.93906021118164,44.846656799316406,91.29252624511719,42.319278717041016,82.056884765625,47.222862243652344,52.03596496582031,48.998512268066406,50.46200942993164,45.57237243652344,49.48521423339844,43.38240432739258,86.40025329589844,77.63699340820313,48.98343276977539,42.50965881347656,64091443200,4026531840,8347955200,0
199,1740614063047,19260.116424560547,4450,0,0.4375,365147.74935913086,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,30.87554931640625,33.61334228515625,62.12026596069336,45.89945983886719,42.31299591064453,42.79865264892578,39.236881256103516,37.46753692626953,35.06739044189453,34.39579772949219,49.61955642700195,35.20930480957031,50.54496765136719,43.04054260253906,32.24280548095703,34.397621154785156,64091443200,4026531840,8435175424,0
200,1740614063247,53972.30479431152,5100,0,0.09375,365159.391494751,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,58.69611358642578,62.80306625366211,76.83737182617188,79.15205383300781,69.713134765625,72.41854858398438,69.05718994140625,68.68553161621094,54.27718734741211,55.431034088134766,66.48541259765625,65.36664581298828,81.22268676757813,76.72211456298828,61.538612365722656,64.10528564453125,64091443200,4026531840,8405094400,0
4,1740614063448,53972.401123046875,5125,0,0.07499999999999996,365160.75341796875,3040,3040,3801,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,3040,1.3814315795898438,0.5571441650390625,4.7585601806640625,1.1967391967773438,0.82611083984375,0.6357879638671875,0.6157989501953125,0.33107757568359375,4.057350158691406,17.87249755859375,0.606170654296875,0.6576614379882813,5.123603820800781,2.231689453125,0.7221908569335938,2.5216903686523438,64091443200,4026531840,8344268800,0
